NODCCODE,TSN,spp_code,Scientificname,Commonname,Manufactured_nodccode,Manufactured_tsn,spp_code_old
8794010602,165390,Mal. occidentalis,Malacocephalus occidentalis,Western Softhead Grenadier,0,0,M. occidentalis
8794010800,165393,Nezumia spp.,Nezumia spp.,grenadiers,0,0,Nezumia spp.
8794010802,165395,Nez. bairdii,Nezumia bairdii,Marlin-spike,0,0,N. bairdii
8802000000,165429,Atheriniformes spp.,Atheriniformes spp.,Silversides,0,0,Atheriniformes spp.
8803010000,165431,Exocoetidae spp.,Exocoetidae spp.,flyingfishes,0,0,Exocoetidae spp.
8803010100,165432,Cypselurus spp.,Cypselurus spp.,flyingfishes,0,0,Cypselurus spp.
8803010102,165435,Cyp. comatus,Cypselurus comatus,Clearwing Flyingfish,0,0,C. comatus
8803010103,616680,Che. cyanopterus,Cheilopogon cyanopterus,Margined Flyingfish,0,0,C. cyanopterus
8803010104,165437,Che. exsiliens,Cheilopogon exsiliens,Bandwing Flyingfish,0,0,C. exsiliens
8803010105,616681,Che. furcatus,Cheilopogon furcatus,Spotfin Flyingfish,0,0,C. furcatus
8803010114,616682,Che. melanurus,Cheilopogon melanurus,Atlantic Flyingfish,0,0,C. melanurus
8803010200,165459,Hemiramphus spp.,Hemiramphus spp.,halfbeaks,0,0,Hemiramphus spp.
8803010201,165460,Hem. brasiliensis,Hemiramphus brasiliensis,Ballyhoo,0,0,H. brasiliensis
8803010202,165461,Hem. balao,Hemiramphus balao,Balao,0,0,H. balao
8803010300,165473,Hyporhamphus spp.,Hyporhamphus spp.,Halfbeaks,0,0,Hyporhamphus spp.
8803010301,165474,Hyp. unifasciatus,Hyporhamphus unifasciatus,Atlantic Silverstripe Halfbeak,0,0,H. unifasciatus
8803010399,616683,Hyp. meeki,Hyporhamphus meeki,False Silverstripe Halfbeak,0,0,H. meeki
8803010400,165498,Chriodorus spp.,Chriodorus spp.,halfbeaks,0,0,Chriodorus spp.
8803010401,165499,Chr. atherinoides,Chriodorus atherinoides,Hardhead Halfbeak,0,0,C. atherinoides
8803010600,165502,Euleptorhamphus spp.,Euleptorhamphus spp.,halfbeaks,0,0,Euleptorhamphus spp.
8803010601,165503,Eul. velox,Euleptorhamphus velox,Flying Halfbeak,0,0,E. velox
8803010700,165506,Exocoetus spp.,Exocoetus spp.,flyingfishes,0,0,Exocoetus spp.
8803010701,165507,Exo. obtusirostris,Exocoetus obtusirostris,Oceanic Two-wing Flyingfish,0,0,E. obtusirostris
8803010702,165508,Exo. volitans,Exocoetus volitans,Tropical Two-wing Flyingfish,0,0,E. volitans
8803010900,165515,Hirundichthys spp.,Hirundichthys spp.,flyingfishes,0,0,Hirundichthys spp.
8803010901,165516,Hir. affinis,Hirundichthys affinis,Fourwing Flyingfish,0,0,H. affinis
8803010902,165517,Hir. speculiger,Hirundichthys speculiger,Mirrorwing Flyingfish,0,0,Hir. speculiger
8803010903,616693,Hir. volador,Hirundichthys volador,Atlantic Blackwing Flyingfish,0,0,Hir. rondeletii
8803011000,165519,Oxyporhamphus spp.,Oxyporhamphus spp.,halfbeaks,0,0,Oxyporhamphus spp.
8803011001,165520,Oxy. micropterus,Oxyporhamphus micropterus,Smallwing Flyingfish,0,0,O. micropterus
8803011100,165521,Parexocoetus spp.,Parexocoetus spp.,flyingfishes,0,0,Parexocoetus spp.
8803011102,645260,Par. hillianus,Parexocoetus hillianus,Atlantic Sailfin Flyingfish,1,0,Par. brachypterus
8803011200,165523,Prognichthys spp.,Prognichthys spp.,flyingfishes,0,0,Prognichthys spp.
8803011201,165524,Pro. occidentalis,Prognichthys occidentalis,Bluntnose Flyingfish,0,0,P. gibbifrons
8803011205,645262,Pro. glaphyrae,Prognichthys glaphyrae,Gyre Flyingfish,1,0,Pro. glaphyrae
8803020000,165546,Belonidae spp.,Belonidae spp.,needlefishes,0,0,Belonidae spp.
8803020100,165547,Ablennes spp.,Ablennes spp.,needlefishes,0,0,Ablennes spp.
8803020101,165548,Abl. hians,Ablennes hians,Flat Needlefish,0,0,A. hians
8803020200,165550,Strongylura spp.,Strongylura spp.,Needlefishes,0,0,Strongylura spp.
8803020201,165551,Str. marina,Strongylura marina,Atlantic Needlefish,0,0,S. marina
8803020202,165553,Str. notata,Strongylura notata,Redfin Needlefish,0,0,S. notata
8803020203,165554,Str. timucu,Strongylura timucu,Timucu,0,0,S. timucu
8803020300,165570,Tylosurus spp.,Tylosurus spp.,needlefishes,0,0,Tylosurus spp.
8803020301,165571,Tyl. acus,Tylosurus acus,Atlantic Agujon,0,0,T. acus
8803020302,165577,Tyl. crocodilus,Tylosurus crocodilus,Houndfish,0,0,T. crocodilus
8803020400,165584,Platybelone spp.,Platybelone spp.,needlefishes,0,0,Platybelone spp.
8803020401,165585,Pla. argalus,Platybelone argalus,Keeltail Needlefish,0,0,P. argalus
8803040000,553172,Hemiramphidae spp.,Hemiramphidae spp.,halfbeaks,1,0,Hemiramphidae spp.
8804040000,165629,Cyprinodontidae spp.,Cyprinodontidae spp.,Pupfishes,0,0,Cyprinodontidae spp.
8804040100,165630,Cyprinodon spp.,Cyprinodon spp.,Killifishes,0,0,Cyprinodon spp.
8804040101,165631,Cyp. variegatus,Cyprinodon variegatus,Sheepshead Minnow,0,0,C. variegatus
8804040200,165644,Fundulus spp.,Fundulus spp.,topminnows,0,0,Fundulus spp.
8804040201,165645,Fun. confluentus,Fundulus confluentus,Marsh Killifish,0,0,F. confluentus
8804040203,165647,Fun. heteroclitus,Fundulus heteroclitus,Mummichog,0,0,F. heteroclitus
8804040205,165649,Fun. majalis,Fundulus majalis,Striped Killifish,0,0,F. majalis
8804040207,165651,Fun. grandis,Fundulus grandis,Gulf Killifish,0,0,F. grandis
8804040208,165652,Fun. chrysotus,Fundulus chrysotus,Golden Topminnow,0,0,F. chrysotus
8804040209,165653,Fun. jenkinsi,Fundulus jenkinsi,Saltmarsh Topminnow,0,0,F. jenkinsi
8804040211,165655,Fun. olivaceus,Fundulus olivaceus,Blackspotted Topminnow,0,0,F. olivaceus
8804040212,165656,Fun. pulvereus,Fundulus pulvereus,Bayou Killifish,0,0,F. pulvereus
8804040213,165657,Fun. similis,Fundulus similis,Longnose Killifish,0,0,F. similis
8804040217,165661,Fun. cingulatus,Fundulus cingulatus,Banded Topminnow,0,0,F. cingulatus
8804040218,165662,Fun. lineolatus,Fundulus lineolatus,Uined Topminnow,0,0,F. lineolatus
8804040220,165664,Fun. nottii,Fundulus nottii,Bayou Topminnow,1,1,Fundulus nottii
8804040223,165667,Fun. seminolis,Fundulus seminolis,Seminole Killifish,0,0,F. seminolis
8804040229,165675,Fun. escambiae,Fundulus escambiae,Russetfin Topminnow,0,0,F. escambiae
8804040233,201973,Fun. blairae,Fundulus blairae,Western Starhead Topminnow,0,0,F. blairae
8804040234,201974,Fun. rubrifrons,Fundulus rubrifrons,Redface Topminnow,0,0,F. rubrifrons
8804040235,165682,Fun. xenicus,Fundulus xenicus,Diamond Killifish,1,0,Adi. xenica
8804040299,680356,Fun. nottii/escambiae,Fundulus nottii/escambiae,Fundulus complex,1,1,F. nottii/escambiae
8804040300,165678,Lucania spp.,Lucania spp.,topminnows,0,0,Lucania spp.
8804040301,165679,Luc. parva,Lucania parva,Rainwater Killifish,0,0,L. parva
8804040302,165680,Luc. goodei,Lucania goodei,Bluefin Killifish,0,0,L. goodei
8804040500,165684,Floridichthys spp.,Floridichthys spp.,pupfishes,0,0,Floridichthys spp.
8804040501,165685,Flo. carpio,Floridichthys carpio,Goldspotted Killifish,0,0,F. carpio
8804040800,165693,Jordanella spp.,Jordanella spp.,livebearers,0,0,Jordanella spp.
8804040801,165694,Jor. floridae,Jordanella floridae,Flagfish,0,0,J. floridae
8804040900,165695,Leptolucania spp.,Leptolucania spp.,topminnows,0,0,Leptolucania spp.
8804040901,165696,Lep. ommata,Leptolucania ommata,Pygmy Killifish,0,0,L. ommata
8804041000,165697,Kryptolebias spp.,Kryptolebias spp.,rivulines,0,0,Rivulus spp.
8804041001,165698,Kry. marmoratus,Kryptolebias marmoratus,Mangrove Rivulus,0,0,R. marmoratus
8804080000,165876,Poeciliidae spp.,Poeciliidae spp.,livebearers,0,0,Poeciliidae spp.
8804080100,165877,Gambusia spp.,Gambusia spp.,livebearers,0,0,Gambusia spp.
8804080101,165878,Gam. affinis,Gambusia affinis,Western Mosquitofish,0,0,G. affinis
8804080102,165882,Gam. rhizophorae,Gambusia rhizophorae,Mangrove Gambusia,0,0,G. rhizophorae
8804080116,165896,Gam. holbrooki,Gambusia holbrooki,Eastern Mosquito Fish,0,0,G. holbrooki
8804080200,165897,Poecilia spp.,Poecilia spp.,Mollies,0,0,Poecilia spp.
8804080201,165898,Poe. latipinna,Poecilia latipinna,Sailfin Molly,0,0,P. latipinna
8804080205,165903,Poe. reticulata,Poecilia reticulata,Guppy,0,0,P. reticulata
8804080206,165904,Poe. sphenops,Poecilia sphenops,Mexican Molly,0,0,P. sphenops
8804080300,165912,Belonesox spp.,Belonesox spp.,livebearers,0,0,Belonesox spp.
8804080301,165913,Bel. belizanus,Belonesox belizanus,Pike Killifish,0,0,B. belizanus
8804080400,165914,Heterandria spp.,Heterandria spp.,livebearers,0,0,Heterandria spp.
8804080401,165915,Het. formosa,Heterandria formosa,Least Killifish,0,0,H. formosa
8804080600,165919,Xiphophorus spp.,Xiphophorus spp.,livebearers,0,0,Xiphophorus spp.
8804080601,165920,Xip. hellerii,Xiphophorus hellerii,Green Swordtail,1,0,Xiphophorus hellerii
8804080602,165922,Xip. maculatus,Xiphophorus maculatus,Southern Platyfish,0,0,X. maculatus
8804080603,165925,Xip. variatus,Xiphophorus variatus,Variable Platyfish,0,0,X. variatus
8804990000,553174,Fundulidae spp.,Fundulidae spp.,topminnows,1,0,Fundulidae spp.
8805020000,165984,Atherinidae spp.,Atherinidae spp.,Old World Silversides,0,0,Atherinidae spp.
8805020500,166005,Atherinomorus spp.,Atherinomorus spp.,Old World silversides,0,0,Atherinomorus spp.
8805020501,166006,Ath. stipes,Atherinomorus stipes,Hardhead Silverside,0,0,A. stipes
8805020800,166015,Labidesthes spp.,Labidesthes spp.,New World silversides,0,0,Labidesthes spp.
8805021200,166037,Atherina spp.,Atherina spp.,Old World silversides,0,0,Hypoatherina spp.
8805021201,166038,Ath. harringtonensis,Atherina harringtonensis,Reef Silverside,0,0,Hyp. harringtonensis
8805030000,165985,Atherinopsidae spp.,Atherinopsidae spp.,New World Silversides,1,1,Atherinopsidae spp.
8805030101,999978,Lab. vanhyningi,Labidesthes vanhyningi,Green Silverside,1,1,Lab. vanhyningi
8805030200,165988,Membras spp.,Membras spp.,New World silversides,1,0,Membras spp.
8805030201,165989,Mem. martinica,Membras martinica,Rough Silverside,1,0,M. martinica
8805030300,165992,Menidia spp.,Menidia spp.,New World silversides,1,0,Menidia spp.
8805030301,165993,Men. beryllina,Menidia beryllina,Inland Silverside,1,0,M. beryllina
8805030302,165994,Men. menidia,Menidia menidia,Atlantic Silverside,1,0,M. menidia
8805030303,165995,Men. conchorum,Menidia conchorum,Key Silverside,1,0,M. conchorum
8805030304,165996,Men. peninsulae,Menidia peninsulae,Tidewater Silverside,1,0,M. peninsulae
8809010000,166124,Polymixiidae spp.,Polymixiidae spp.,beardfishes,0,0,Polymixiidae spp.
8809010100,166125,Polymixia spp.,Polymixia spp.,beardfishes,0,0,Polymixia spp.
8809010101,166126,Pol. lowei,Polymixia lowei,Beardfish,0,0,P. lowei
8809010102,166127,Pol. nobilis,Polymixia nobilis,Stout Beardfish,0,0,P. nobilis
8810050000,615855,Gep. darwinii,Gephyroberyx darwinii,Big Roughy,1,0,Gephyroberyx darwinii
8810080000,166170,Holocentridae spp.,Holocentridae spp.,squirrelfishes,0,0,Holocentridae spp.
8810080100,166171,Holocentrus spp.,Holocentrus spp.,squirrelfishes,0,0,Holocentrus spp.
8810080101,166172,Hol. adscensionis,Holocentrus adscensionis,Squirrelfish,0,0,H. ascensionis
8810080103,166173,Hol. rufus,Holocentrus rufus,Longspine Squirrelfish,0,0,H. rufus
8810080105,166175,Neo. marianus,Neoniphon marianus,Longjaw Squirrelfish,0,0,H. marianus
8810080110,166178,Sar. bullisi,Sargocentron bullisi,Deepwater Squirrelfish,0,0,H. bullisi
8810080111,166180,Sar. coruscum,Sargocentron coruscum,Reef Squirrelfish,0,0,H. coruscus
8810080112,166182,Sar. poco,Sargocentron poco,Saddle Squirrelfish,0,0,H. poco
8810080113,166184,Neo. vexillarium,Neoniphon vexillarium,Dusky Squirrelfish,0,0,Sar. vexillarium
8810080200,166210,Myripristis spp.,Myripristis spp.,soldierfishes,0,0,Myripristis spp.
8810080201,166211,Myr. jacobus,Myripristis jacobus,Blackbar Soldierfish,0,0,M. jacobus
8810080300,166239,Ostichthys spp.,Ostichthys spp.,squirrelfishes,0,0,Ostichthys spp.
8810080301,166240,Ost. trachypoma,Ostichthys trachypoma,Bigeye Soldierfish,0,0,O. trachypoma
8810080400,166244,Plectrypops spp.,Plectrypops spp.,soldierfishes,0,0,Plectrypops spp.
8810080401,166245,Ple. retrospinis,Plectrypops retrospinis,Cardinal Soldierfish,0,0,P. retrospinis
8810080600,166250,Corniger spp.,Corniger spp.,soldierfishes,0,0,Corniger spp.
8810080601,166251,Cor. spinosus,Corniger spinosus,Spinycheek Soldierfish,0,0,C. spinosus
8810080900,166257,Sargocentron spp.,Sargocentron spp.,Squirrelfishes,0,0,Sargocentron spp.
8810081000,166266,Neoniphon spp.,Neoniphon spp.,Squirrelfishes,0,0,Neoniphon spp.
8811020000,166275,Zeniontidae spp.,Zeniontidae spp.,dwarf dories,0,0,Zenionidae spp.
8811020100,166276,Zenion spp.,Zenion spp.,dwarf dories,0,0,Zenion spp.
8811020101,166277,Zen. hololepis,Zenion hololepis,Dwarf Dory,0,0,Z. hololepis
8811030200,166282,Zenopsis spp.,Zenopsis spp.,dories,0,0,Zenopsis spp.
8811030202,166284,Zen. conchifer,Zenopsis conchifer,Buckler Dory,0,0,Zen. conchifera
8811040000,166296,Grammicolepididae spp.,Grammicolepididae spp.,tinselfishes,0,0,Grammicolepidae spp.
8811040100,166297,Grammicolepis spp.,Grammicolepis spp.,tinselfishes,0,0,Grammicolepis spp.
8811040101,166298,Gra. brachiusculus,Grammicolepis brachiusculus,Thorny Tinselfish,0,0,G. brachiusculus
8811040200,166301,Xenolepidichthys spp.,Xenolepidichthys spp.,tinselfishes,0,0,Xenolepidichthys spp.
8811040202,166302,Xen. dalgleishi,Xenolepidichthys dalgleishi,Spotted Tinselfish,0,0,X. dalgleishi
8811060100,166310,Antigonia spp.,Antigonia spp.,deepwater boarfishes,0,0,Antigonia spp.
8811060101,166311,Ant. capros,Antigonia capros,Deepbody Boarfish,0,0,A. capros
8811060102,166312,Ant. combatia,Antigonia combatia,Shortspine Boarfish,0,0,A. combatia
8813010000,615903,Lampridae spp.,Lampridae spp.,Opahs,0,0,Lampridae spp.
8813010100,166324,Lampris spp.,Lampris spp.,opahs,0,0,Lampris spp.
8813010102,166326,Lam. guttatus,Lampris guttatus,Opah,0,0,L. guttatus
8813010103,1160313,Lam. megalopsis,Lampris megalopsis,Bigeye Opah,1,0,Lam. megalopsis
8815010000,166332,Lophotidae spp.,Lophotidae spp.,Crestfishes,0,0,Lophotidae spp.
8815010200,166337,Eumecichthys spp.,Eumecichthys spp.,unicornfishes,0,0,Eumecichthys spp.
8815010201,166338,Eum. fiski,Eumecichthys fiski,Unicornfish,0,0,E. fiski
8815020000,166339,Trachipteridae spp.,Trachipteridae spp.,ribbonfishes,0,0,Trachipteridae spp.
8815020100,166340,Trachipterus spp.,Trachipterus spp.,ribbonfishes,0,0,Trachipterus spp.
8815020102,166342,Tra. arcticus,Trachipterus arcticus,Dealfish,0,0,T. arcticus
8815020200,166349,Desmodema spp.,Desmodema spp.,ribbonfishes,0,0,Desmodema spp.
8815020201,166350,Des. polystictum,Desmodema polystictum,Polka-dot Ribbonfish,0,0,D. polystictum
8815020300,166352,Zu spp.,Zu spp.,ribbonfishes,0,0,Zu spp.
8815020301,166353,Zu . cristatus,Zu cristatus,Scalloped Ribbonfish,0,0,Z. cristatus
8815030000,166354,Regalecidae spp.,Regalecidae spp.,Oarfishes,0,0,Regalecidae spp.
8815030100,166355,Regalecus spp.,Regalecus spp.,oarfishes,0,0,Regalecus spp.
8815030101,166356,Reg. glesne,Regalecus glesne,Oarfish,0,0,R. glesne
8815040100,166333,Lophotus spp.,Lophotus spp.,crestfishes,0,0,Lophotus spp.
8815040101,621143,Lop. lacepede,Lophotus lacepede,Crestfish,1,1,Lophotus lacepede
8816010000,166358,Stylephoridae spp.,Stylephoridae spp.,tube-eyes,0,0,Stylephoridae spp.
8816010100,166359,Stylephorus spp.,Stylephorus spp.,tube-eyes,0,0,Stylephorus spp.
8816010101,166360,Sty. chordatus,Stylephorus chordatus,Tube-eye,0,0,S. chordatus
8819010000,166409,Aulostomidae spp.,Aulostomidae spp.,trumpetfishes,0,0,Aulostomidae spp.
8819010100,166410,Aulostomus spp.,Aulostomus spp.,trumpetfishes,0,0,Aulostomus spp.
8819010101,166411,Aul. maculatus,Aulostomus maculatus,Atlantic Trumpetfish,0,0,Au. maculatus
8819020000,166414,Fistulariidae spp.,Fistulariidae spp.,Cornetfishes,0,0,Fistulariidae spp.
8819020100,166415,Fistularia spp.,Fistularia spp.,cornetfishes,0,0,Fistularia spp.
8819020101,166416,Fis. tabacaria,Fistularia tabacaria,Bluespotted Cornetfish,0,0,F. tabacaria
8819020102,166417,Fis. petimba,Fistularia petimba,Red Cornetfish,0,0,F. petimba
8819030100,166422,Macroramphosus spp.,Macroramphosus spp.,snipefishes,0,0,Macrorhamphosus spp.
8819030101,551497,Mac. scolopax,Macroramphosus scolopax,Longspine Snipefish,0,0,M. scolopax
8819030102,551496,Mac. gracilis,Macroramphosus gracilis,Slender Snipefish,0,0,M. gracilis
8819040000,166433,Centriscidae spp.,Centriscidae spp.,snipefishes,0,0,Centriscidae spp.
8820020000,166443,Syngnathidae spp.,Syngnathidae spp.,pipefishes,0,0,Syngnathidae spp.
8820020100,166444,Syngnathus spp.,Syngnathus spp.,Pipefishes,0,0,Syngnathus spp.
8820020102,166446,Syn. floridae,Syngnathus floridae,Dusky Pipefish,0,0,S. floridae
8820020103,166451,Syn. fuscus,Syngnathus fuscus,Northern Pipefish,0,0,S. fuscus
8820020104,166452,Syn. louisianae,Syngnathus louisianae,Chain Pipefish,0,0,S. louisianae
8820020108,166454,Syn. pelagicus,Syngnathus pelagicus,Sargassum Pipefish,0,0,S. pelagicus
8820020109,166455,Syn. springeri,Syngnathus springeri,Bull Pipefish,0,0,S. springeri
8820020113,166458,Syn. scovelli,Syngnathus scovelli,Gulf Pipefish,0,0,S. scovelli
8820020200,166487,Hippocampus spp.,Hippocampus spp.,seahorses,0,0,Hippocampus spp.
8820020201,166488,Hip. erectus,Hippocampus erectus,Lined Seahorse,0,0,H. erectus
8820020204,166492,Hip. reidi,Hippocampus reidi,Longsnout Seahorse,0,0,H. reidi
8820020205,166493,Hip. zosterae,Hippocampus zosterae,Dwarf Seahorse,0,0,H. zosterae
8820020300,166509,Amphelikturus spp.,Amphelikturus spp.,pipehorses,0,0,Acentronura spp.
8820020301,166510,Amp. dendriticus,Amphelikturus dendriticus,Pipehorse,0,0,Ace. dendritica
8820020500,166523,Halicampus spp.,Halicampus spp.,pipefishes,0,0,Micrognathus spp.
8820020501,166524,Hal. crinitus,Halicampus crinitus,Banded Pipefish,0,0,M. crinitus
8820020600,166532,Microphis spp.,Microphis spp.,pipefishes,0,0,Microphis spp.
8820020601,644887,Mic. lineatus,Microphis lineatus,Opposum Pipefish,0,0,Mic. brachyurus
8820022300,166596,Cosmocampus spp.,Cosmocampus spp.,pipefishes,0,0,Cosmocampus spp.
8820022301,166597,Cos. albirostris,Cosmocampus albirostris,Whitenose Pipefish,0,0,C. albirostris
8820022302,166599,Cos. profundus,Cosmocampus profundus,Deepwater Pipefish,0,0,C. profundus
8820022303,166601,Cos. brachycephalus,Cosmocampus brachycephalus,Crested Pipefish,0,0,C. brachycephalus
8820022305,166605,Cos. elucens,Cosmocampus elucens,Shortfin Pipefish,0,0,C. elucens
8820022306,166607,Cos. hildebrandi,Cosmocampus hildebrandi,Dwarf Pipefish,0,0,C. hildebrandi
8820023900,166652,Anarchopterus spp.,Anarchopterus spp.,pipefishes,0,0,Anarchopterus spp.
8820023901,166653,Ana. criniger,Anarchopterus criniger,Fringed Pipefish,0,0,A. criniger
8820023902,166655,Ana. tectus,Anarchopterus tectus,Insular Pipefish,0,0,A. tectus
8820024000,166657,Bryx spp.,Bryx spp.,pipefishes,0,0,Bryx spp.
8820024001,166658,Bry. dunckeri,Bryx dunckeri,Pugnose Pipefish,0,0,B. dunckeri
8821010100,166662,Channa spp.,Channa spp.,snakesheads,0,0,Channa spp.
8821010113,1184562,Cha. aurolineata,Channa aurolineata,Cobra Snakehead,1,0,Cha. marulius
8824010000,166692,Synbranchidae spp.,Synbranchidae spp.,Swamp Eels,0,0,Synbranchidae spp.
8824010200,166696,Monopterus spp.,Monopterus spp.,swamp eels,0,0,Monopterus spp.
8824010201,166697,Mon. albus,Monopterus albus,Asian Swamp Eel,0,0,M. albus
8826010000,166704,Scorpaenidae spp.,Scorpaenidae spp.,scorpionfishes,0,0,Scorpaenidae spp.
8826010300,166786,Helicolenus spp.,Helicolenus spp.,scorpionfishes,0,0,Helicolenus spp.
8826010301,166787,Hel. dactylopterus,Helicolenus dactylopterus,Blackbelly Rosefish,0,0,H. dactylopterus
8826010400,166792,Neomerinthe spp.,Neomerinthe spp.,scorpionfishes,0,0,Neomerinthe spp.
8826010402,166794,Neo. hemingwayi,Neomerinthe hemingwayi,Spinycheek Scorpionfish,0,0,N. hemingwayi
8826010500,166798,Pontinus spp.,Pontinus spp.,scorpionfishes,0,0,Pontinus spp.
8826010501,166799,Pon. castor,Pontinus castor,Longsnout Scorpionfish,0,0,P. castor
8826010503,166801,Pon. longispinis,Pontinus longispinis,Longspine Scorpionfish,0,0,P. longispinis
8826010505,166803,Pon. rathbuni,Pontinus rathbuni,Highfin Scorpionfish,0,0,P. rathbuni
8826010506,166804,Pon. nematophthalmus,Pontinus nematophthalmus,Spinythroat Scorpion,0,0,P. nematophthalmus
8826010600,166811,Scorpaena spp.,Scorpaena spp.,scorpionfishes,0,0,Scorpaena spp.
8826010601,166812,Sco. agassizii,Scorpaena agassizii,Longfin Scorpionfish,0,0,S. agassizi
8826010602,166813,Sco. albifimbria,Scorpaena albifimbria,Coral Scorpionfish,0,0,S. albifimbria
8826010603,166814,Sco. bergii,Scorpaena bergii,Goosehead Scorpionfish,0,0,S. bergi
8826010604,166815,Sco. brachyptera,Scorpaena brachyptera,Shortfin Scorpionfish,0,0,S. brachyptera
8826010605,166816,Sco. brasiliensis,Scorpaena brasiliensis,Barbfish,0,0,Sc. brasiliensis
8826010606,166817,Sco. calcarata,Scorpaena calcarata,Smoothhead Scorpionfish,0,0,S. calcarata
8826010607,166818,Sco. dispar,Scorpaena dispar,Hunchback Scorpionfish,0,0,S. dispar
8826010608,166819,Sco. elachys,Scorpaena elachys,Dwarf Scorpionfish,0,0,S. elachys
8826010609,166820,Sco. grandicornis,Scorpaena grandicornis,Plumed Scorpionfish,0,0,S. grandicornis
8826010610,166821,Sco. inermis,Scorpaena inermis,Mushroom Scorpionfisf,0,0,S. inermis
8826010611,166822,Sco. isthmensis,Scorpaena isthmensis,Smoothcheek Scorpionfish,0,0,S. isthmensis
