NODCCODE,TSN,spp_code,Scientificname,Commonname,Manufactured_nodccode,Manufactured_tsn,spp_code_old
8835030200,167983,Rypticus spp.,Rypticus spp.,soapfishes,0,0,Rypticus spp.
8835030202,167985,Ryp. bistrispinus,Rypticus bistrispinus,Freckled Soapfish,0,0,R. bistrispinus
8835030204,167987,Ryp. maculatus,Rypticus maculatus,Whitespotted Soapfish,0,0,R. maculatus
8835030207,167990,Ryp. saponaceus,Rypticus saponaceus,Greater Soapfish,0,0,R. saponaceus
8835030208,167991,Ryp. subbifrenatus,Rypticus subbifrenatus,Spotted Soapfish,0,0,R. subbifrenatus
8835030299,167998,Ryp. carpenteri,Rypticus carpenteri,Slope Soapfish,1,1,R. carpenteri
8835030500,167999,Pseudogramma spp.,Pseudogramma spp.,groupers,0,0,Pseudogramma spp.
8835030502,168001,Pse. gregoryi,Pseudogramma gregoryi,Reef Bass,0,0,P. gregoryi
8835030800,203395,Alphestes spp.,Alphestes spp.,Hamlets,1,0,Alphestes spp.
8835030801,167746,Alp. afer,Alphestes afer,Mutton Hamlet,1,0,E. afer
8835030900,167866,Bathyanthias spp.,Bathyanthias spp.,groupers,1,0,P. (animal)
8835030901,643159,Bat. cubensis,Bathyanthias cubensis,Cuban Bass,1,0,Bat. cubensis
8835030902,167868,Bat. mexicanus,Bathyanthias mexicanus,Yellowtail Bass,1,0,P. mexicana
8835031000,167954,Cephalopholis spp.,Cephalopholis spp.,groupers,1,0,Cephalopholis spp.
8835031001,181220,Cep. cruentata,Cephalopholis cruentata,Graysby,1,0,E. cruentatus
8835031002,167740,Cep. fulva,Cephalopholis fulva,Coney,1,0,E. fulvus
8835031003,167838,Cep. furcifer,Cephalopholis furcifer,Creole-fish,1,0,Par. furcifer
8835031100,551020,Dermatolepis spp.,Dermatolepis spp.,groupers,1,0,Dermatolepis spp.
8835031101,167744,Der. inermis,Dermatolepis inermis,Marbled Grouper,1,0,E. inermis
8835031200,167694,Epinephelus spp.,Epinephelus spp.,groupers,1,0,Epinephelus spp.
8835031201,167696,Epi. adscensionis,Epinephelus adscensionis,Rock Hind,1,0,E. adscensionis
8835031202,167700,Epi. guttatus,Epinephelus guttatus,Red Hind,1,0,E. guttatus
8835031203,167695,Epi. itajara,Epinephelus itajara,Goliath Grouper,1,0,E. itajara
8835031204,167702,Epi. morio,Epinephelus morio,Red Grouper,1,0,E. morio
8835031205,167706,Epi. striatus,Epinephelus striatus,Nassau Grouper,1,0,E. striatus
8835031300,167797,Gonioplectrus spp.,Gonioplectrus spp.,groupers,1,0,Gonioplectrus spp.
8835031301,167798,Gon. hispanus,Gonioplectrus hispanus,Spanish Flag,1,0,G. hispanus
8835031400,680355,Hyporthodus spp.,Hyporthodus spp.,groupers,1,1,Hyporthodus spp.
8835031401,167698,Hyp. drummondhayi,Hyporthodus drummondhayi,Speckled Hind,1,0,E. drummondhayi
8835031402,167699,Hyp. flavolimbatus,Hyporthodus flavolimbatus,Yellowedge Grouper,1,0,E. flavolimbatus
8835031403,167703,Hyp. mystacinus,Hyporthodus mystacinus,Misty Grouper,1,0,E. mystacinus
8835031404,167704,Hyp. nigritus,Hyporthodus nigritus,Warsaw Grouper,1,0,E. nigritus
8835031405,167705,Hyp. niveatus,Hyporthodus niveatus,Snowy Grouper,1,0,E. niveatus
8835031500,167816,Liopropoma spp.,Liopropoma spp.,basslets,1,0,Liopropoma spp.
8835031501,167818,Lio. eukrines,Liopropoma eukrines,Wrasse Basslet,1,0,L. eukrines
8835031502,167819,Lio. mowbrayi,Liopropoma mowbrayi,Cave Basslet,1,0,L. mowbrayi
8835031503,167820,Lio. rubre,Liopropoma rubre,Peppermint Basslet,1,0,L. rubre
8835031504,167827,Lio. carmabi,Liopropoma carmabi,Candy Basslet,1,0,L. carmabi
8835031505,167817,Lio. aberrans,Liopropoma aberrans,Eyestripe Basslet,1,0,L. aberrans
8835031600,167758,Mycteroperca spp.,Mycteroperca spp.,groupers,1,0,Mycteroperca spp.
8835031601,167759,Myc. microlepis,Mycteroperca microlepis,Gag,1,0,My. microlepis
8835031602,167760,Myc. bonaci,Mycteroperca bonaci,Black Grouper,1,0,M. bonaci
8835031603,167762,Myc. interstitialis,Mycteroperca interstitialis,Yellowmouth Grouper,1,0,M. interstitialis
8835031604,167763,Myc. phenax,Mycteroperca phenax,Scamp,1,0,M. phenax
8835031605,167764,Myc. venenosa,Mycteroperca venenosa,Yellowfin Grouper,1,0,M. venenosa
8835031606,167767,Myc. tigris,Mycteroperca tigris,Tiger Grouper,1,0,M. tigris
8835031607,551107,Myc. acutirostris,Mycteroperca acutirostris,Comb Grouper,1,0,M. acutirostris
8835031608,167765,Myc. interstitialis/phenax,Mycteroperca interstitialis/phenax,Mycteroperca Complex,1,1,M. interstitialis/phena
8835050000,913989,Anthiadidae spp.,Anthiadidae spp.,streamer basses,1,1,Serranidae spp.(anthias)
8835050100,167769,Anthias spp.,Anthias spp.,streamer basses,1,0,Anthias spp.
8835050101,167771,Ant. nicholsi,Anthias nicholsi,Yellowfin Bass,1,0,A. nicholsi
8835050102,167773,Ant. woodsi,Anthias woodsi,Swallowtail Bass,1,0,Ant. woodsi
8835050200,913990,Baldwinella spp.,Baldwinella spp.,streamer basses,1,1,Baldwinella spp.
8835050201,167801,Bal. vivanus,Baldwinella vivanus,Red Barbier,1,0,H. vivanus
8835050202,167803,Bal. aureorubens,Baldwinella aureorubens,Streamer Bass,1,0,H. aureorubens
8835050300,913991,Choranthias spp.,Choranthias spp.,streamer basses,1,1,Choranthias spp.
8835050301,167772,Cho. tenuis,Choranthias tenuis,Threadnose Bass,1,0,A. tenuis
8835050400,167799,Hemanthias spp.,Hemanthias spp.,streamer basses,1,0,Hemanthias spp.
8835050401,167800,Hem. leptus,Hemanthias leptus,Longtail Bass,1,0,H. leptus
8835050500,167872,Plectranthias spp.,Plectranthias spp.,streamer basses,1,0,Plectranthias spp.
8835050501,167873,Ple. garrupellus,Plectranthias garrupellus,Apricot Bass,1,0,P. garrupellus
8835050600,167930,Pronotogrammus spp.,Pronotogrammus spp.,streamer basses,1,0,Holanthias spp.
8835050601,167931,Pro. martinicensis,Pronotogrammus martinicensis,Roughtongue Bass,1,0,Ho. martinicensis
8835060000,168012,Grammatidae spp.,Grammatidae spp.,basslets,0,0,Grammidae spp.
8835060100,168013,Lipogramma spp.,Lipogramma spp.,basslets,0,0,Lipogramma spp.
8835060101,168014,Lip. trilineata,Lipogramma trilineata,Threeline Basslet,0,0,Lip. trilineatum
8835060102,168015,Lip. anabantoides,Lipogramma anabantoides,Dusky Basslet,0,0,L. anabantoides
8835060199,643175,Lip. regia,Lipogramma regia,Royal Basslet,1,0,Lip. regium
8835060200,168016,Gramma spp.,Gramma spp.,basslets,0,0,Gramma spp.
8835060201,168017,Gra. loreto,Gramma loreto,Fairy Basslet,0,0,Gra. loreto
8835160000,168093,Centrarchidae spp.,Centrarchidae spp.,sunfishes,0,0,Centrarchidae spp.
8835160100,168094,Acantharchus spp.,Acantharchus spp.,sunfishes,0,0,Acantharchus spp.
8835160101,168095,Aca. pomotis,Acantharchus pomotis,Mud Sunfish,0,0,A. pomotis
8835160200,168096,Ambloplites spp.,Ambloplites spp.,sunfishes,0,0,Ambloplites spp.
8835160203,168099,Amb. ariommus,Ambloplites ariommus,Shadow Bass,0,0,A. ariommus
8835160300,168101,Centrarchus spp.,Centrarchus spp.,sunfishes,0,0,Centrarchus spp.
8835160301,168102,Cen. macropterus,Centrarchus macropterus,Flier,0,0,C. macropterus
8835160400,168107,Enneacanthus spp.,Enneacanthus spp.,sunfishes,0,0,Enneacanthus spp.
8835160401,168108,Enn. chaetodon,Enneacanthus chaetodon,Blackbanded Sunfish,0,0,E. chaetodon
8835160402,168113,Enn. gloriosus,Enneacanthus gloriosus,Bluespotted Sunfish,0,0,E. gloriosus
8835160403,168117,Enn. obesus,Enneacanthus obesus,Banded Sunfish,0,0,E. obesus
8835160500,168130,Lepomis spp.,Lepomis spp.,Sunfishes,0,0,Lepomis spp.
8835160501,168131,Lep. auritus,Lepomis auritus,Redbreast Sunfish,0,0,L. auritus
8835160502,168132,Lep. cyanellus,Lepomis cyanellus,Green Sunfish,0,0,L. cyanellus
8835160504,168141,Lep. macrochirus,Lepomis macrochirus,Bluegill,0,0,L. macrochirus
8835160506,168151,Lep. humilis,Lepomis humilis,Orangespotted Sunfish,0,0,L. humilis
8835160507,168152,Lep. marginatus,Lepomis marginatus,Dollar Sunfish,0,0,L. marginatus
8835160508,168153,Lep. solis,Lepomis solis,Gulf Longear Sunfish,0,0,L. megalotis
8835160509,168154,Lep. microlophus,Lepomis microlophus,Redear Sunfish,0,0,L. microlophus
8835160510,168155,Lep. punctatus,Lepomis punctatus,Spotted Sunfish,0,0,L. punctatus
8835160513,168138,Lep. gulosus,Lepomis gulosus,Warmouth,1,0,L. gulosus
8835160600,168158,Micropterus spp.,Micropterus spp.,sunfishes,0,0,Micropterus spp.
8835160602,168160,Mic. salmoides,Micropterus salmoides,Florida Bass,0,0,M. salmoides
8835160603,168161,Mic. punctulatus,Micropterus punctulatus,Spotted Bass,0,0,M. punctulatus
8835160605,999971,Mic. nigricans,Micropterus nigricans,Largemouth Bass,1,1,Mic. nigricans
8835160606,168164,Mic. notius,Micropterus notius,Suwannee Bass,0,0,M. notius
8835160607,564610,Mic. cataractae,Micropterus cataractae,Shoal Bass,1,0,Micropterus cataractae 
8835160700,168165,Pomoxis spp.,Pomoxis spp.,sunfishes,0,0,Pomoxis spp.
8835160701,168166,Pom. annularis,Pomoxis annularis,White Crappie,0,0,P. annularis
8835160702,168167,Pom. nigromaculatus,Pomoxis nigromaculatus,Black Crappie,0,0,P. nigromaculatus
8835161100,201981,Crystallaria spp.,Crystallaria spp.,darters,0,0,Crystallaria spp.
8835161101,201982,Cry. asprella,Crystallaria asprella,Crystal Darter,0,0,A. asprella
8835170000,168176,Priacanthidae spp.,Priacanthidae spp.,bigeyes,0,0,Priacanthidae spp.
8835170100,168177,Priacanthus spp.,Priacanthus spp.,bigeyes,0,0,Priacanthus spp.
8835170101,168178,Pri. arenatus,Priacanthus arenatus,Bigeye,0,0,P. arenatus
8835170102,168181,Het. cruentatus,Heteropriacanthus cruentatus,Glasseye Snapper,0,0,P. cruentatus
8835170200,168188,Pristigenys spp.,Pristigenys spp.,bigeyes,0,0,Pristigenys spp.
8835170201,168190,Pri. alta,Pristigenys alta,Short Bigeye,0,0,P. alta
8835170300,168194,Cookeolus spp.,Cookeolus spp.,bigeyes,0,0,Cookeolus spp.
8835170302,168195,Coo. japonicus,Cookeolus japonicus,Bulleye,0,0,C. japonicus
8835170400,645364,Heteropriacanthus spp.,Heteropriacanthus spp.,Glasseyes,1,0,Heteropriacanthus spp.
8835180000,168196,Apogonidae spp.,Apogonidae spp.,cardinalfishes,0,0,Apogonidae spp.
8835180100,168197,Apogon spp.,Apogon spp.,cardinalfishes,0,0,Apogon spp.
8835180104,168201,Apo. aurolineatus,Apogon aurolineatus,Bridle Cardinalfish,0,0,A. aurolineatus
8835180105,168202,Apo. binotatus,Apogon binotatus,Barred Cardinalfish,0,0,A. binotatus
8835180107,168204,Apo. maculatus,Apogon maculatus,Flamefish,0,0,Ap. maculatus
8835180109,168206,Apo. planifrons,Apogon planifrons,Pale Cardinalfish,0,0,A. planifrons
8835180110,168207,Apo. pseudomaculatus,Apogon pseudomaculatus,Twospot Cardinalfish,0,0,A. pseudomaculatus
8835180111,168208,Apo. quadrisquamatus,Apogon quadrisquamatus,Sawcheek Cardinalfish,0,0,A. quadrisquamatus
8835180113,168210,Apo. townsendi,Apogon townsendi,Belted Cardinalfish,0,0,A. townsendi
8835180115,168212,Apo. lachneri,Apogon lachneri,Whitestar Cardinalfish,0,0,A. lachneri
8835180116,168213,Apo. phenax,Apogon phenax,Mimic Cardinalfish,0,0,A. phenax
8835180117,168214,Apo. pillionatus,Apogon pillionatus,Broadsaddle Cardinalfish,0,0,A. pillionatus
8835180125,168224,Apo. leptocaulus,Apogon leptocaulus,Slendertail Cardinalfish,0,0,A. leptocaulus
8835180185,642145,Apo. robbyi,Apogon robbyi,Striped Cardinalfish,1,0,Apo. robbyi
8835180200,168284,Astrapogon spp.,Astrapogon spp.,cardinalfishes,0,0,Astrapogon spp.
8835180201,168285,Ast. alutus,Astrapogon alutus,Bronze Cardinalfish,0,0,A. alutus
8835180202,168286,Ast. puncticulatus,Astrapogon puncticulatus,Blackfin Cardinalfish,0,0,A. puncticulatus
8835180203,168287,Ast. stellatus,Astrapogon stellatus,Conchfish,0,0,A. stellatus
8835180500,168308,Phaeoptyx spp.,Phaeoptyx spp.,cardinalfishes,0,0,Phaeoptyx spp.
8835180501,168309,Pha. conklini,Phaeoptyx conklini,Freckled Cardinalfis,0,0,P. conklini
8835180502,168310,Pha. xenus,Phaeoptyx xenus,Sponge Cardinalfish,0,0,P. xenus
8835180503,168311,Pha. pigmentaria,Phaeoptyx pigmentaria,Dusky Cardinalfish,0,0,P. pigmentaria
8835182100,999979,Paroncheilus spp.,Paroncheilus spp.,cardinalfishes,1,1,Paroncheilus spp.
8835182101,168198,Par. affinis,Paroncheilus affinis,Bigtooth Cardinalfish,1,0,Apo. affinis
8835200000,168356,Percidae spp.,Percidae spp.,perches and darters,0,0,Percidae spp.
8835200100,168357,Etheostoma spp.,Etheostoma spp.,perches and darters,0,0,Etheostoma spp.
8835200101,168358,Eth. fusiforme,Etheostoma fusiforme,Swamp Darter,0,0,E. fusiforme
8835200102,168360,Eth. olmstedi,Etheostoma olmstedi,Tessellated Darter,0,0,E. olmstedi
8835200128,168387,Eth. davisoni,Etheostoma davisoni,Choctawhatchee Darter,0,0,E. davisoni
8835200131,168390,Eth. edwini,Etheostoma edwini,Brown Darter,0,0,E. edwini
8835200139,168398,Eth. histrio,Etheostoma histrio,Harlequin Darter,0,0,E. histrio
8835200158,168417,Eth. okaloosae,Etheostoma okaloosae,Okaloosa Darter,0,0,E. okaloosae
8835200162,168421,Eth. parvipinne,Etheostoma parvipinne,Goldstripe Darter,0,0,E. parvipinne
8835200165,168424,Eth. proeliare,Etheostoma proeliare,Cypress Darter,0,0,E. proeliare
8835200176,168437,Eth. stigmaeum,Etheostoma stigmaeum,Speckled Darter,0,0,E. stigmaeum
8835200178,168439,Eth. swaini,Etheostoma swaini,Gulf Darter,0,0,E. swaini
8835200200,168468,Perca spp.,Perca spp.,perches and darters,0,0,Perca spp.
8835200201,168469,Per. flavescens,Perca flavescens,Yellow Perch,0,0,P. flavescens
8835200300,168471,Percina spp.,Percina spp.,perches and darters,0,0,Percina spp.
8835200319,168490,Per. nigrofasciata,Percina nigrofasciata,Blackbanded Darter,0,0,P. nigrofasciata
8835200333,168503,Per. vigil,Percina vigil,Saddleback Darter,0,0,P. vigil
8835200335,553384,Per. austroperca,Percina austroperca,Southern Logperch,1,0,Percina austroperca
8835200400,168505,Sander spp.,Sander spp.,perches and darters,0,0,Stizostedion spp.
8835200402,168509,San. canadensis,Sander canadensis,Sauger,0,0,San. canadense
8835200500,168511,Ammocrypta spp.,Ammocrypta spp.,darters,0,0,Ammocrypta spp.
8835200503,168514,Amm. bifascia,Ammocrypta bifascia,Florida Sand Darter,0,0,A. bifascia
8835200706,201986,Eth. colorosum,Etheostoma colorosum,Coastal Darter,0,0,E. colorosum
8835220000,168537,Malacanthidae spp.,Malacanthidae spp.,tilefishes,0,0,Malacanthidae spp.
8835220100,168539,Caulolatilus spp.,Caulolatilus spp.,tilefishes,0,0,Caulolatilus spp.
8835220102,168541,Cau. cyanops,Caulolatilus cyanops,Blackline Tilefish,0,0,C. cyanops
8835220103,168542,Cau. intermedius,Caulolatilus intermedius,Anchor Tilefish,0,0,C. intermedius
8835220104,168543,Cau. microps,Caulolatilus microps,Blueline Tilefish,0,0,C. microps
8835220105,168544,Cau. chrysops,Caulolatilus chrysops,Goldface Tilefish,0,0,C. chrysops
8835220200,168545,Lopholatilus spp.,Lopholatilus spp.,tilefishes,0,0,Lopholatilus spp.
8835220201,168546,Lop. chamaeleonticeps,Lopholatilus chamaeleonticeps,Tilefish,0,0,L. chamaeleonticeps
8835220300,168547,Malacanthus spp.,Malacanthus spp.,tilefishes,0,0,Malacanthus spp.
8835220301,168548,Mal. plumieri,Malacanthus plumieri,Sand Tilefish,0,0,M. plumieri
8835250000,168557,Pomatomidae spp.,Pomatomidae spp.,bluefishes,0,0,Pomatomidae spp.
8835250100,168558,Pomatomus spp.,Pomatomus spp.,bluefishes,0,0,Pomatomus spp.
8835250101,168559,Pom. saltatrix,Pomatomus saltatrix,Bluefish,0,0,P. saltatrix
8835250300,168562,Scombrops spp.,Scombrops spp.,gnomefishes,0,0,Scombrops spp.
8835250302,621149,Sco. oculatus,Scombrops oculatus,Atlantic Scombrops,1,1,Scombrops oculatus
8835260000,168564,Rachycentridae spp.,Rachycentridae spp.,cobias,0,0,Rachycentridae spp.
8835260100,168565,Rachycentron spp.,Rachycentron spp.,cobias,0,0,Rachycentron spp.
8835260101,168566,Rac. canadum,Rachycentron canadum,Cobia,0,0,R. canadum
8835270000,168567,Echeneidae spp.,Echeneidae spp.,remoras,0,0,Echeneididae spp.
8835270100,168568,Remora spp.,Remora spp.,remoras,0,0,Remora spp.
8835270101,168569,Rem. australis,Remora australis,Whalesucker,0,0,Rem. australis
8835270102,168570,Rem. osteochir,Remora osteochir,Marlinsucker,0,0,R. osteochir
8835270103,168571,Rem. remora,Remora remora,Remora,0,0,R. remora
8835270104,168572,Rem. brachyptera,Remora brachyptera,Spearfish Remora,0,0,R. brachyptera
8835270200,168574,Echeneis spp.,Echeneis spp.,Sharksuckers,0,0,Echeneis spp.
8835270201,168575,Ech. naucrates,Echeneis naucrates,Sharksucker,0,0,E. naucrates
8835270202,168576,Ech. neucratoides,Echeneis neucratoides,Whitefin Sharksucker,0,0,E. neucratoides
8835270300,168577,Phtheirichthys spp.,Phtheirichthys spp.,remoras,0,0,Phtheirichthys spp.
8835270301,168578,Pht. lineatus,Phtheirichthys lineatus,Slender Suckerfish,0,0,P. lineatus
8835270501,168582,Rem. albescens,Remora albescens,White Suckerfish,0,0,R. albescens
8835280000,168584,Carangidae spp.,Carangidae spp.,Jacks,0,0,Carangidae spp.
8835280100,168585,Trachurus spp.,Trachurus spp.,jacks,0,0,Trachurus spp.
8835280102,168587,Tra. lathami,Trachurus lathami,Rough Scad,0,0,T. lathami
8835280200,168600,Alectis spp.,Alectis spp.,jacks,0,0,Alectis spp.
8835280202,168602,Ale. ciliaris,Alectis ciliaris,African Pompano,0,0,A. ciliaris
8835280300,168605,Caranx spp.,Caranx spp.,jacks,0,0,Caranx spp.
8835280301,168606,Car. bartholomaei,Caranx bartholomaei,Yellow Jack,0,0,C. bartholomaei
8835280303,168609,Car. hippos,Caranx hippos,Crevalle Jack,0,0,C. hippos
8835280304,168610,Car. latus,Caranx latus,Horse-eye Jack,0,0,C. latus
8835280306,168612,Car. crysos,Caranx crysos,Blue Runner,0,0,C. crysos
8835280307,168613,Car. lugubris,Caranx lugubris,Black Jack,0,0,Ca. lugubris
8835280308,168614,Car. ruber,Caranx ruber,Bar Jack,0,0,C. ruber
8835280400,168669,Chloroscombrus spp.,Chloroscombrus spp.,jacks,0,0,Chloroscombrus spp.
8835280401,168670,Chl. chrysurus,Chloroscombrus chrysurus,Atlantic Bumper,0,0,C. chrysurus
8835280500,168672,Oligoplites spp.,Oligoplites spp.,jacks,0,0,Oligoplites spp.
8835280501,168673,Oli. saurus,Oligoplites saurus,Leatherjacket,0,0,O. saurus
8835280600,168676,Selar spp.,Selar spp.,jacks,0,0,Selar spp.
8835280601,168677,Sel. crumenophthalmus,Selar crumenophthalmus,Bigeye Scad,0,0,S. crumenophthalmus
8835280700,168679,Selene spp.,Selene spp.,jacks,0,0,Selene spp.
8835280701,168680,Sel. vomer,Selene vomer,Lookdown,0,0,S. vomer
8835280705,168684,Sel. setapinnis,Selene setapinnis,Atlantic Moonfish,0,0,S. setapinnis
8835280800,168688,Seriola spp.,Seriola spp.,jacks,0,0,Seriola spp.
8835280801,168689,Ser. dumerili,Seriola dumerili,Greater Amberjack,0,0,S. dumerili
8835280802,168690,Ser. fasciata,Seriola fasciata,Lesser Amberjack,0,0,S. fasciata
8835280803,168691,Ser. rivoliana,Seriola rivoliana,Almaco Jack,0,0,S. rivoliana
8835280804,168693,Ser. zonata,Seriola zonata,Banded Rudderfish,0,0,S. zonata
8835280900,168707,Trachinotus spp.,Trachinotus spp.,jacks,0,0,Trachinotus spp.
8835280901,168708,Tra. carolinus,Trachinotus carolinus,Florida Pompano,0,0,T. carolinus
8835280902,168709,Tra. falcatus,Trachinotus falcatus,Permit,0,0,T. falcatus
8835280903,168710,Tra. goodei,Trachinotus goodei,Palometa,0,0,T. goodei
8835281200,168723,Decapterus spp.,Decapterus spp.,jacks,0,0,Decapterus spp.
8835281201,168724,Dec. macarellus,Decapterus macarellus,Mackerel Scad,0,0,D. macarellus
8835281202,168725,Dec. punctatus,Decapterus punctatus,Round Scad,0,0,D. punctatus
8835281203,168726,Dec. tabl,Decapterus tabl,Redtail Scad,0,0,D. tabl
8835281300,168737,Elagatis spp.,Elagatis spp.,jacks,0,0,Elagatis spp.
8835281301,168738,Ela. bipinnulata,Elagatis bipinnulata,Rainbow Runner,0,0,E. bipinnulata
8835281400,168739,Hemicaranx spp.,Hemicaranx spp.,jacks,0,0,Hemicaranx spp.
8835281401,168740,Hem. amblyrhynchus,Hemicaranx amblyrhynchus,Bluntnose Jack,0,0,H. amblyrhynchus
8835281500,168741,Naucrates spp.,Naucrates spp.,jacks,0,0,Naucrates spp.
8835281501,168742,Nau. ductor,Naucrates ductor,Pilotfish,0,0,N. ductor
8835281700,168745,Uraspis spp.,Uraspis spp.,jacks,0,0,Uraspis spp.
8835281704,168617,Ura. helvola,Uraspis helvola,Whitemouth Jack,1,0,Ura. helvola
8835282500,168770,Pseudocaranx spp.,Pseudocaranx spp.,jacks,0,0,Pseudocaranx spp.
8835282501,168641,Pse. dentex,Pseudocaranx dentex,White Trevally,0,0,Pse. dentex
8835289900,168799,Scad spp.,Decapterus/Selar/Trachurus spp.,Unidentified Scads,1,1,Unidentified scads
8835290000,168789,Coryphaenidae spp.,Coryphaenidae spp.,Dolphinfishes,0,0,Coryphaenidae spp.
8835290100,168790,Coryphaena spp.,Coryphaena spp.,dolphinfishes,0,0,Coryphaena spp.
8835290101,168791,Cor. hippurus,Coryphaena hippurus,Dolphinfish,0,0,C. hippurus
8835290102,168792,Cor. equiselis,Coryphaena equiselis,Pompano Dolphinfish,0,0,C. equisetis
8835350000,168828,Emmelichthyidae spp. ,Emmelichthyidae spp. ,Rovers,0,0,Emmelichthyidae spp.
8835350100,168829,Emmelichthyops spp.,Emmelichthyops spp.,grunts,0,0,Emmelichthyops spp.
8835350101,168830,Emm. atlanticus,Emmelichthyops atlanticus,Bonnetmouth,0,0,E. atlanticus
8835350201,168832,Hae. vittatum,Haemulon vittatum,Boga,0,0,I. vittata
8835350300,168833,Emmelichthys spp.,Emmelichthys spp.,rovers,0,0,Emmelichthys spp.
8835350301,645459,Emm. ruber,Emmelichthys ruber,Red Rover,1,0,Emm. ruber
8835350400,168837,Erythrocles spp.,Erythrocles spp.,rovers,0,0,Erythrocles spp.
8835350403,168840,Ery. monodi,Erythrocles monodi,Crimson Rover,0,0,E. monodi
8835360000,168845,Lutjanidae spp.,Lutjanidae spp.,snappers,0,0,Lutjanidae spp.
8835360100,168846,Lutjanus spp.,Lutjanus spp.,snappers,0,0,Lutjanus spp.
8835360101,168847,Lut. cyanopterus,Lutjanus cyanopterus,Cubera Snapper,0,0,L. cyanopterus
8835360102,168848,Lut. griseus,Lutjanus griseus,Gray Snapper,0,0,L. griseus
8835360103,168849,Lut. analis,Lutjanus analis,Mutton Snapper,0,0,L. analis
8835360104,168850,Lut. apodus,Lutjanus apodus,Schoolmaster,0,0,L. apodus
8835360106,168852,Lut. buccanella,Lutjanus buccanella,Blackfin Snapper,0,0,L. buccanella
8835360107,168853,Lut. campechanus,Lutjanus campechanus,Red Snapper,0,0,L. campechanus
8835360109,168857,Lut. jocu,Lutjanus jocu,Dog Snapper,0,0,L. jocu
8835360110,168858,Lut. mahogoni,Lutjanus mahogoni,Mahogany Snapper,0,0,L. mahogoni
8835360111,168859,Lut. purpureus,Lutjanus purpureus,Caribbean Red Snapper,0,0,L. purpureus
8835360112,168860,Lut. synagris,Lutjanus synagris,Lane Snapper,0,0,L. synagris
8835360113,168861,Lut. vivanus,Lutjanus vivanus,Silk Snapper,0,0,L. vivanus
8835360200,168898,Apsilus spp.,Apsilus spp.,snappers,0,0,Apsilus spp.
8835360201,168899,Aps. dentatus,Apsilus dentatus,Black Snapper,0,0,A. dentatus
8835360300,168901,Etelis spp.,Etelis spp.,snappers,0,0,Etelis spp.
8835360301,168902,Ete. oculatus,Etelis oculatus,Queen Snapper,0,0,E. oculatus
8835360400,168906,Ocyurus spp.,Ocyurus spp.,snappers,0,0,Ocyurus spp.
8835360401,168907,Ocy. chrysurus,Ocyurus chrysurus,Yellowtail Snapper,0,0,O. chrysurus
8835360500,168908,Rhomboplites spp.,Rhomboplites spp.,snappers,0,0,Rhomboplites spp.
8835360501,168909,Rho. aurorubens,Rhomboplites aurorubens,Vermilion Snapper,0,0,R. aurorubens
8835360700,168912,Pristipomoides spp.,Pristipomoides spp.,snappers,0,0,Pristipomoides spp.
8835360701,168913,Pri. aquilonaris,Pristipomoides aquilonaris,Wenchman,0,0,P. aquilonaris
8835360702,168914,Pri. freemani,Pristipomoides freemani,Slender Wenchman,0,0,P. freemani
8835380000,169005,Lobotidae spp.,Lobotidae spp.,tripletails,0,0,Lobotidae spp.
8835380100,169006,Lobotes spp.,Lobotes spp.,tripletails,0,0,Lobotes spp.
8835380101,169007,Lob. surinamensis,Lobotes surinamensis,Atlantic Tripletail,0,0,L. surinamensis
8835390000,169013,Gerreidae spp.,Gerreidae spp.,Mojarras,0,0,Gerreidae spp.
8835390100,169014,Eucinostomus spp.,Eucinostomus spp.,Eucinostomus,0,0,Eucinostomus spp.
8835390101,169015,Euc. argenteus,Eucinostomus argenteus,Spotfin Mojarra,0,0,E. argenteus
8835390102,169016,Euc. gula,Eucinostomus gula,Silver Jenny,0,0,E. gula
8835390104,169018,Euc. lefroyi,Eucinostomus lefroyi,Mottled Mojarra,0,0,E. lefroyi
8835390105,169019,Euc. melanopterus,Eucinostomus melanopterus,Flagfin Mojarra,0,0,E. melanopterus
8835390108,169022,Euc. havana,Eucinostomus havana,Bigeye Mojarra,0,0,E. havana
8835390109,169023,Euc. jonesii,Eucinostomus jonesii,Slender Mojarra,0,0,E. jonesi
8835390111,169025,Euc. harengulus,Eucinostomus harengulus,Tidewater Mojarra,0,0,E. harengulus
8835390200,169026,Diapterus spp.,Diapterus spp.,mojarras,0,0,Diapterus spp.
8835390202,169027,Dia. rhombeus,Diapterus rhombeus,Rhombic Mojarra,0,0,D. rhombeus
8835390203,169028,Eug. plumieri,Eugerres plumieri,Striped Mojarra,0,0,D. plumieri
8835390204,169029,Dia. auratus,Diapterus auratus,Irish Pompano,0,0,D. auratus
8835390300,169031,Gerres spp.,Gerres spp.,mojarras,0,0,Gerres spp.
8835390301,169032,Ger. cinereus,Gerres cinereus,Yellowfin Mojarra,0,0,G. cinereus
8835390500,169049,Eugerres spp.,Eugerres spp.,Mojarras,0,0,Eugerres spp.
8835400000,169055,Haemulidae spp.,Haemulidae spp.,grunts,0,0,Haemulidae spp.
8835400100,169057,Haemulon spp.,Haemulon spp.,grunts,0,0,Haemulon spp.
8835400101,169058,Hae. aurolineatum,Haemulon aurolineatum,Tomtate,0,0,H. aurolineatum
