Reference,Beg_end,Period,WindDirection,WindSpeed,CloudCover,Precipitation,Tide,Current,Flag
TBM2007030106,B,2,S,15,40,N,HR,,
TBM2007030107,B,2,S,23,80,N,HR,,
TBM2007030201,B,2,N,10,0,N,LR,,
TBM2007030202,B,2,N,10,0,N,LR,,
TBM2007030203,B,2,N,10,10,N,LR,,
TBM2007030204,B,2,N,10,10,N,LR,,
TBM2007030205,B,2,N,12,10,N,MR,,
TBM2007030206,B,2,N,12,10,N,MR,,
TBM2007030207,B,2,N,12,0,N,MR,,
TBM2007030208,B,2,N,13,0,N,HR,,
TBM2007030209,B,2,N,10,0,N,HR,,
TBM2007030301,B,2,SW,14,100,F,LR,,
TBM2007030302,B,2,SW,15,100,F,MR,,
TBM2007030303,B,2,SW,5,100,F,HR,,
TBM2007030304,B,2,SW,14,100,F,HR,,
TBM2007030401,B,2,N,15,50,N,LR,,
TBM2007030402,B,2,N,15,50,N,LR,,
TBM2007030403,B,2,N,15,0,N,LR,,
TBM2007030404,B,2,N,15,0,N,LR,,
TBM2007030405,B,2,N,15,0,N,MR,,
TBM2007030406,B,2,N,15,0,N,MR,,
TBM2007030407,B,2,N,10,0,N,HR,,
TBM2007030501,B,2,SE,8,95,N,LR,,
TBM2007030502,B,2,SE,12,100,N,LR,,
TBM2007030503,B,2,SE,12,95,N,LR,,
TBM2007030504,B,2,SE,15,75,N,MR,,
TBM2007030505,B,2,SE,5,80,N,MR,,
TBM2007030506,B,2,SE,15,95,N,MR,,
TBM2007030507,B,2,SE,20,85,N,MR,,
TBM2007030508,B,2,S,20,70,N,HR,,
TBM2007030601,B,2,NW,8,10,N,LF,,
TBM2007030602,B,2,NW,12,0,N,LR,,
TBM2007030603,B,2,NW,12,10,N,MR,,
TBM2007030604,B,2,N,15,0,N,MR,,
TBM2007030605,B,2,N,15,5,N,MR,,
TBM2007030606,B,2,N,15,0,N,MR,,
TBM2007030607,B,2,N,10,0,N,HR,,
TBM2007030701,B,2,NE,10,0,N,LF,,
TBM2007030702,B,2,NE,10,0,N,LS,,
TBM2007030703,B,2,NE,6,0,N,LR,,
TBM2007030704,B,2,NE,4,0,N,LR,,
TBM2007030705,B,2,NE,7,0,N,MR,,
TBM2007030706,B,2,N,2,0,N,MR,,
TBM2007030707,B,2,NE,4,0,N,HR,,
TBM2007030801,B,2,NE,10,0,N,MF,,
TBM2007030802,B,2,NE,8,0,N,LF,,
TBM2007030803,B,2,NE,5,0,N,LS,,
TBM2007030804,B,2,E,12,0,N,LS,,
TBM2007030805,B,2,E,4,0,N,LR,,
TBM2007030806,B,2,E,8,0,N,LR,,
TBM2007030807,B,2,E,5,0,N,LR,,
TBM2007030901,B,2,NE,2,0,N,LF,,
TBM2007030902,B,2,E,1,0,N,LS,,
TBM2007030903,B,2,N,4,0,N,LR,,
TBM2007030904,B,2,W,6,0,N,LR,,
TBM2007030905,B,2,W,10,0,N,MR,,
TBM2007030906,B,2,W,10,30,N,HR,,
TBM2007030907,B,2,NW,12,40,N,HS,,
TBM2007031001,B,2,S,2,0,N,LR,,
TBM2007031002,B,2,SE,3,0,N,LR,,
TBM2007031003,B,2,SE,2,10,N,MR,,
TBM2007031004,B,2,S,1,10,N,MR,,
TBM2007031005,B,2,S,3,35,N,MR,,
TBM2007031006,B,2,S,3,10,N,HR,,
TBM2007031007,B,2,S,3,30,N,HR,,
TBM2007031101,B,2,E,5,70,N,LR,,
TBM2007031102,B,2,E,5,70,N,LR,,
TBM2007031103,B,2,E,10,70,N,LR,,
TBM2007031104,B,2,E,15,70,N,LR,,
TBM2007031105,B,2,E,15,75,N,MR,,
TBM2007031106,B,2,E,10,70,N,MR,,
TBM2007031107,B,2,E,10,75,N,MR,,
TBM2007031108,B,2,E,15,75,N,HR,,
TBM2007031109,B,2,E,10,70,N,HR,,
TBM2007031110,B,2,E,8,80,N,HR,,
TBM2007031111,B,2,E,5,80,N,HR,,
TBM2007031112,B,2,E,10,90,N,HR,,
TBM2007031113,B,2,E,8,90,N,HR,,
TBM2007031114,B,2,E,5,100,N,HR,,
TBM2007031201,B,2,S,8,80,N,MR,,
TBM2007031202,B,2,SE,14,10,N,HR,,
TBM2007031203,B,2,SW,8,80,N,HR,,
TBM2007031204,B,2,SW,15,40,N,HS,,
TBM2007031301,B,2,NE,7,0,N,LF,,
TBM2007031302,B,2,NE,7,0,N,LS,,
TBM2007031303,B,2,0,0,0,N,LR,,
TBM2007031304,B,2,N,5,0,N,LR,,
TBM2007031305,B,2,NW,5,0,N,LR,,
TBM2007031306,B,2,0,0,0,N,LR,,
TBM2007031307,B,2,N,5,0,N,LR,,
TBM2007031308,B,2,NW,2,0,N,LR,,
TBM2007032001,B,2,SE,4,10,N,LR,-33,
TBM2007032002,B,2,SE,6,10,N,LR,-13,
TBM2007032003,B,2,SE,6,10,N,LR,-9,
TBM2007032004,B,2,E,4,15,N,LR,-24,
TBM2007032005,B,2,E,6,15,N,LR,-20,
TBM2007032006,B,2,E,6,25,N,LR,11,
TBM2007032007,B,2,E,4,40,N,MR,67,
TBM2007032008,B,2,SE,2,60,N,MR,22,
TBM2007032009,B,2,SE,6,70,N,MR,,
TBM2007032010,B,2,E,4,80,N,MR,25,
TBM2007032011,B,2,E,8,60,N,MR,-26,
TBM2007032012,B,2,E,6,75,N,MR,,
TBM2007032013,B,2,E,6,85,N,MR,13,
TBM2007032014,B,2,E,2,70,N,MR,18,
TBM2007032015,B,2,E,2,90,N,MR,-20,
TBM2007032016,B,2,E,4,80,N,MR,45,
TBM2007032101,B,2,0,0,100,N,LR,0,
TBM2007032102,B,2,0,0,100,N,LR,0,
TBM2007032103,B,2,0,0,50,N,LR,19,
TBM2007032104,B,2,0,0,10,N,LR,20,
TBM2007032105,B,2,E,1,5,N,LR,26,
TBM2007032106,B,2,E,2,30,N,LR,26,
TBM2007032107,B,2,E,3,15,N,MR,30,
TBM2007032108,B,2,E,3,10,N,MR,-9,
TBM2007032109,B,2,E,4,15,N,MR,-8,
TBM2007032110,B,2,E,4,70,N,MR,-9,
TBM2007032111,B,2,E,3,70,N,MR,-16,
TBM2007032112,B,2,E,2,60,N,MR,-16,
TBM2007032113,B,2,0,0,80,N,MR,-30,
TBM2007032114,B,2,0,0,80,N,MR,-32,
TBM2007032115,B,2,E,3,90,N,MR,-26,
TBM2007032116,B,2,E,3,80,N,HR,-26,
TBM2007032201,B,2,0,0,0,N,LR,0,
TBM2007032202,B,2,0,0,0,N,LR,0,
TBM2007032203,B,2,0,0,0,N,LR,0,
TBM2007032204,B,2,0,0,0,N,LR,0,
TBM2007032205,B,2,0,0,0,N,LR,0,
TBM2007032206,B,2,0,0,0,N,LR,0,
TBM2007032207,B,2,0,0,0,N,LR,0,
TBM2007032208,B,2,NE,3,0,N,LR,0,
TBM2007032209,B,2,NE,3,0,N,LR,0,
TBM2007032210,B,2,NE,5,0,N,LR,120,
TBM2007032211,B,2,NE,3,0,N,MR,100,
TBM2007032212,B,2,NE,5,0,N,MR,120,
TBM2007032213,B,2,0,0,0,N,MR,0,
TBM2007032214,B,2,0,0,0,N,MR,0,
TBM2007032215,B,2,NE,5,0,N,MR,0,
TBM2007032216,B,2,NE,3,0,N,MR,0,
TBM2007033101,B,2,E,3,30,N,LF,,
TBM2007033102,B,2,E,5,30,N,LF,,
TBM2007033103,B,2,E,5,30,N,LF,,
TBM2007033104,B,2,E,5,35,N,LF,,
TBM2007033105,B,2,E,5,40,N,LF,,
TBM2007033106,B,2,E,5,40,N,LS,,
TBM2007033107,B,2,E,8,40,N,LS,,
TBM2007033108,B,2,E,8,40,N,LR,,
TBM2007033109,B,2,E,5,30,N,LR,,
TBM2007033110,B,2,SE,5,40,N,LR,,
TBM2007033111,B,2,E,5,40,N,MR,,
TBM2007033112,B,2,SE,5,30,N,MR,,
TBM2007034101,B,2,E,10,0,N,LS,,
TBM2007034102,B,2,NE,12,0,N,LR,,
TBM2007034103,B,2,E,12,0,N,LR,,
TBM2007034104,B,2,E,13,0,N,LR,,
TBM2007034105,B,2,NE,12,0,N,LR,,
TBM2007034106,B,2,NE,12,0,N,LR,,
TBM2007034107,B,2,E,7,0,N,LR,,
TBM2007034108,B,2,E,10,0,N,MR,,
TBM2007034109,B,2,E,12,5,N,MR,,
TBM2007034110,B,2,E,10,5,N,HR,,
TBM2007034111,B,2,E,10,5,N,HR,,
TBM2007034112,B,2,NE,15,15,N,HR,,
TBM2007034113,B,2,SE,12,15,N,HR,,
TBM2007034114,B,2,E,2,20,N,HR,,
TBM2007034201,B,2,NE,15,0,N,LS,,
TBM2007034202,B,2,NE,10,0,N,LS,,
TBM2007034203,B,2,NE,15,0,N,LS,,
TBM2007034204,B,2,NE,10,0,N,LR,,
TBM2007034205,B,2,NE,15,0,N,LR,,
TBM2007034206,B,2,NE,10,0,N,MR,,
TBM2007034207,B,2,NE,20,0,N,MR,,
TBM2007034208,B,2,NE,15,0,N,MR,,
TBM2007034209,B,2,NE,10,0,N,HR,,
TBM2007034301,B,2,E,4,5,N,LF,,
TBM2007034302,B,2,E,4,90,N,LF,,
TBM2007034303,B,2,E,5,99,N,LF,,
TBM2007034304,B,2,NE,5,80,N,LR,,
TBM2007034305,B,2,NE,7,90,N,LR,,
TBM2007034306,B,2,0,0,75,N,LR,,
TBM2007034307,B,2,NE,6,100,N,LR,,
TBM2007034308,B,2,NE,5,100,N,LR,,
TBM2007034401,B,2,NE,7,20,N,LF,,
TBM2007034402,B,2,NE,7,75,N,LS,,
TBM2007034403,B,2,NE,10,75,N,LR,,
TBM2007034404,B,2,NE,10,50,N,LR,,
TBM2007034405,B,2,E,12,90,N,LR,,
TBM2007034406,B,2,E,12,95,N,LR,,
TBM2007034407,B,2,E,15,95,N,MR,,
TBM2007034408,B,2,E,15,90,N,MR,,
TBM2007034409,B,2,E,15,90,N,MR,,
TBM2007034501,B,2,NE,3,15,N,LF,,
TBM2007034502,B,2,NE,2,10,N,LF,,
TBM2007034503,B,2,NE,3,65,N,LF,,
TBM2007034504,B,2,NE,4,70,N,LF,,
TBM2007034505,B,2,NE,2,90,N,LF,,
TBM2007034506,B,2,NE,1,70,N,LF,,
TBM2007034507,B,2,NE,8,100,N,LR,,
TBM2007034508,B,2,NE,10,100,N,LR,,
TBM2007034509,B,2,NE,12,95,N,MR,,
TBM2007034510,B,2,NE,12,90,N,MR,,
TBM2007034601,B,2,0,0,0,N,LF,,
TBM2007034602,B,2,E,2,0,N,LF,,
TBM2007034603,B,2,E,2,0,N,LF,,
TBM2007034604,B,2,E,1,0,N,LF,,
TBM2007034605,B,2,E,3,0,N,LS,,
TBM2007034606,B,2,E,12,5,N,LR,,
TBM2007034607,B,2,E,6,10,N,MR,,
TBM2007034608,B,2,NE,8,25,N,MR,,
TBM2007034609,B,2,NE,4,60,N,MR,,
TBM2007034610,B,2,E,3,50,N,HR,,
TBM2007034701,B,2,N,1,0,N,LF,,
TBM2007034702,B,2,NW,2,0,N,LS,,
TBM2007034703,B,2,E,7,0,N,LR,,
TBM2007034704,B,2,E,3,1,N,LR,,
TBM2007034705,B,2,N,3,10,N,LR,,
TBM2007034706,B,2,0,0,15,N,LR,,
TBM2007034707,B,2,S,4,40,N,HR,,
TBM2007034708,B,2,S,3,15,N,HR,,
TBM2007040101,B,2,E,5,0,N,LR,,
TBM2007040102,B,2,NE,7,10,N,LR,,
TBM2007040103,B,2,NE,12,20,N,LR,,
TBM2007040104,B,2,NE,10,10,N,MR,,
TBM2007040105,B,2,NE,5,10,N,MR,,
TBM2007040106,B,2,E,1,0,N,MR,,
TBM2007040107,B,2,0,0,0,N,MR,,
TBM2007040108,B,2,0,0,5,N,MR,,
TBM2007040201,B,2,0,0,80,N,LR,,
TBM2007040202,B,2,W,3,80,N,MR,,
TBM2007040203,B,2,W,5,70,N,MR,,
TBM2007040204,B,2,W,3,80,N,MR,,
TBM2007040301,B,2,SE,2,5,N,LF,,
TBM2007040302,B,2,SE,3,10,N,LS,,
TBM2007040303,B,2,SE,4,0,N,LR,,
TBM2007040304,B,2,SE,2,10,N,LR,,
TBM2007040305,B,2,E,2,30,N,MR,,
TBM2007040306,B,2,E,2,30,N,MR,,
TBM2007040307,B,2,E,2,40,N,HR,,
TBM2007040308,B,2,E,2,60,N,HR,,
TBM2007040401,B,2,NW,3,90,N,LS,,
TBM2007040402,B,2,NW,3,80,N,LR,,
TBM2007040403,B,2,NW,3,95,N,LR,,
TBM2007040404,B,2,NW,2,80,N,LR,,
TBM2007040405,B,2,0,0,80,N,LR,,
TBM2007040406,B,2,NW,2,70,N,MR,,
TBM2007040407,B,2,NW,2,70,N,MR,,
TBM2007040408,B,2,NW,2,60,N,MR,,
TBM2007040409,B,2,NW,2,60,N,MR,,
TBM2007040410,B,2,NW,6,70,N,HR,,
TBM2007040411,B,2,NW,6,70,N,HR,,
TBM2007040412,B,2,NW,6,70,N,HR,,
TBM2007040413,B,2,NW,3,70,N,HR,,
TBM2007040414,B,2,NW,8,70,N,HS,,
TBM2007040415,B,2,NW,8,70,N,HS,,
TBM2007040501,B,2,0,0,0,N,LS,,
TBM2007040502,B,2,0,0,0,N,LS,,
TBM2007040503,B,2,W,1,5,N,LR,,
TBM2007040504,B,2,SW,2,5,N,LR,,
TBM2007040505,B,2,W,1,5,N,MR,,
TBM2007040506,B,2,SW,1,5,N,HR,,
TBM2007040507,B,2,S,1,10,N,HR,,
TBM2007040508,B,2,SW,2,5,N,HS,,
TBM2007040601,B,2,0,0,40,N,MF,,
TBM2007040602,B,2,0,0,10,N,LS,,
TBM2007040603,B,2,0,0,30,N,LR,,
TBM2007040604,B,2,N,1,20,N,LR,,
TBM2007040605,B,2,N,1,10,N,MR,,
TBM2007040606,B,2,N,2,10,N,HR,,
TBM2007040701,B,2,SW,3,5,N,LR,,
TBM2007040702,B,2,SW,5,20,N,LR,,
TBM2007040703,B,2,SW,5,20,N,MR,,
TBM2007040704,B,2,SW,3,20,N,MR,,
TBM2007040705,B,2,SW,5,65,N,MR,,
TBM2007040706,B,2,SW,5,60,N,HR,,
TBM2007040707,B,2,SW,7,60,N,HR,,
TBM2007040708,B,2,SW,5,70,N,HR,,
TBM2007040709,B,2,SW,5,65,N,HR,,
TBM2007040710,B,2,SW,2,75,N,HR,,
TBM2007040711,B,2,SW,5,85,N,HR,,
TBM2007040712,B,2,SW,5,85,N,HS,,
TBM2007040713,B,2,SW,5,90,N,HF,,
TBM2007040714,B,2,SW,2,90,N,HF,,
TBM2007040801,B,2,NW,4,90,N,LR,,
TBM2007040802,B,2,NW,3,70,N,MR,,
TBM2007040803,B,2,N,5,70,N,MR,,
TBM2007040804,B,2,N,1,40,N,HR,,
TBM2007040805,B,2,N,3,40,N,HR,,
TBM2007040806,B,2,NW,8,40,N,HS,,
TBM2007040807,B,2,N,5,90,N,HS,,
TBM2007040901,B,2,NW,20,5,N,LR,,
TBM2007040902,B,2,NW,20,5,N,MR,,
TBM2007040903,B,2,NW,17,0,N,MR,,
TBM2007040904,B,2,NW,15,0,N,HR,,
TBM2007040905,B,2,NW,15,0,N,HF,,
TBM2007040906,B,2,NW,10,5,N,HF,,
TBM2007041001,B,2,SE,10,0,N,LR,,
TBM2007041002,B,2,SE,8,10,N,LR,,
TBM2007041003,B,2,SE,8,10,N,LR,,
TBM2007041004,B,2,SE,14,20,N,LR,,
TBM2007041005,B,2,SE,15,25,N,MR,,
TBM2007041006,B,2,SW,18,15,N,MR,,
TBM2007041007,B,2,SW,12,5,N,MR,,
TBM2007041101,B,2,0,0,0,N,LR,,
TBM2007041102,B,2,0,0,0,N,LR,,
TBM2007041103,B,2,0,0,0,N,MR,,
TBM2007041104,B,2,NE,2,0,N,MR,,
TBM2007041105,B,2,S,3,5,N,HR,,
TBM2007041106,B,2,SW,3,0,N,HS,,
TBM2007041107,B,2,SW,4,0,N,HS,,
TBM2007041201,B,2,NW,10,5,N,HR,,
TBM2007041202,B,2,NW,15,10,N,HS,,
TBM2007041301,B,2,W,5,40,N,HR,,
TBM2007041401,B,2,W,10,30,N,HR,,
TBM2007042001,B,2,SW,2,40,N,LS,47,
TBM2007042002,B,2,NE,4,30,N,LS,,
TBM2007042003,B,2,NE,4,25,N,LS,-11,
TBM2007042004,B,2,N,4,15,N,LR,9,
TBM2007042005,B,2,SW,4,15,N,LR,5,
TBM2007042006,B,2,NW,4,5,N,LR,8,
TBM2007042007,B,2,NW,4,5,N,LR,34,
TBM2007042008,B,2,0,0,5,N,MR,50,
TBM2007042009,B,2,0,0,5,N,MR,60,
TBM2007042010,B,2,S,4,5,N,MR,10,
TBM2007042011,B,2,S,4,10,N,MR,35,
TBM2007042012,B,2,S,4,10,N,MR,-17,
TBM2007042013,B,2,SW,4,10,N,MR,-16,
TBM2007042014,B,2,SW,6,5,N,MR,24,
TBM2007042015,B,2,SW,6,0,N,MR,24,
TBM2007042016,B,2,SW,6,0,N,MR,13,
TBM2007042101,B,2,S,1,20,N,LR,-6,
TBM2007042102,B,2,S,1,20,N,LR,-8,
TBM2007042103,B,2,S,1,80,N,LR,-7,
TBM2007042104,B,2,N,5,100,N,LR,-10,
TBM2007042105,B,2,N,5,100,N,LR,-8,
TBM2007042106,B,2,S,2,100,N,LR,-10,
TBM2007042107,B,2,S,5,40,N,LR,-8,
TBM2007042108,B,2,SW,5,30,N,LR,-7,
TBM2007042109,B,2,SW,1,20,N,LR,-7,
TBM2007042110,B,2,NW,5,10,N,LR,-9,
TBM2007042111,B,2,0,0,5,N,MR,19,
TBM2007042112,B,2,W,2,70,N,MR,11,
TBM2007042113,B,2,W,5,30,N,MR,0,
TBM2007042114,B,2,W,3,20,N,HR,19,
TBM2007042115,B,2,W,3,20,N,HR,28,
TBM2007042116,B,2,W,2,20,N,HR,17,
TBM2007042201,B,2,S,1,80,N,HR,17,
TBM2007042202,B,2,0,0,65,N,HR,14,
TBM2007042203,B,2,0,0,20,N,HR,12,
TBM2007042204,B,2,0,0,50,N,HR,-17,
TBM2007042205,B,2,SW,2,45,N,HR,-42,
TBM2007042206,B,2,W,4,90,N,HR,11,
TBM2007042207,B,2,NW,2,100,N,HR,0,
TBM2007042208,B,2,0,0,100,N,HS,0,
TBM2007042209,B,2,W,2,85,N,HS,-8,
TBM2007042210,B,2,0,0,95,N,HS,-8,
TBM2007042211,B,2,0,0,75,N,HF,-10,
TBM2007042212,B,2,0,0,40,N,HF,-7,
TBM2007042213,B,2,NW,1,70,N,HF,-16,
TBM2007042214,B,2,0,0,20,N,HF,-12,
TBM2007042215,B,2,0,0,,N,HF,-9,
TBM2007042216,B,2,0,0,0,N,HF,-7,
TBM2007043101,B,2,E,2,80,N,LF,,
TBM2007043102,B,2,E,3,85,N,LS,,
TBM2007043103,B,2,E,3,40,N,LS,,
TBM2007043104,B,2,0,0,30,N,LR,,
TBM2007043105,B,2,0,0,30,N,LR,,
TBM2007043106,B,2,W,5,50,N,LR,,
TBM2007043107,B,2,W,3,30,N,LR,,
TBM2007043108,B,2,W,5,30,N,LR,,
TBM2007043109,B,2,W,8,50,N,LR,,
TBM2007043110,B,2,W,5,40,N,MR,,
TBM2007043111,B,2,W,8,40,N,MR,,
TBM2007043112,B,2,W,8,40,N,MR,,
TBM2007044101,B,2,E,4,90,N,LR,,
TBM2007044102,B,2,E,5,90,N,LR,,
TBM2007044103,B,2,E,5,80,N,LR,,
TBM2007044104,B,2,E,5,70,N,MR,,
TBM2007044105,B,2,E,3,70,N,MR,,
TBM2007044106,B,2,E,3,70,N,MR,,
TBM2007044107,B,2,NE,5,80,N,MR,,
TBM2007044108,B,2,NE,5,90,N,MR,,
TBM2007044109,B,2,NE,2,100,R,MR,,
TBM2007044110,B,2,NE,2,100,R,MR,,
TBM2007044111,B,2,NE,3,100,R,MR,,
TBM2007044201,B,2,N,3,65,N,MR,,
TBM2007044202,B,2,N,2,99,N,MR,,
TBM2007044203,B,2,N,3,100,N,MR,,
TBM2007044204,B,2,0,0,100,R,MR,,
TBM2007044205,B,2,N,1,100,R,HR,,
TBM2007044206,B,2,N,1,100,R,HR,,
TBM2007044207,B,2,NE,3,100,R,HR,,
TBM2007044301,B,2,NE,3,100,N,LS,,
TBM2007044302,B,2,NE,4,100,N,LS,,
TBM2007044303,B,2,NE,5,100,N,LS,,
TBM2007044304,B,2,NE,5,100,N,LS,,
TBM2007044305,B,2,NE,3,100,N,LR,,
TBM2007044306,B,2,E,2,100,N,LR,,
TBM2007044307,B,2,N,1,100,N,LR,,
TBM2007044308,B,2,E,1,100,N,LR,,
TBM2007044309,B,2,NE,3,100,N,LR,,
TBM2007044310,B,2,NE,4,100,N,LR,,
TBM2007044311,B,2,NE,2,100,R,LR,,
TBM2007044312,B,2,NE,4,100,R,LR,,
TBM2007044313,B,2,NE,5,100,R,LR,,
TBM2007044314,B,2,NE,6,100,R,LR,,
TBM2007044315,B,2,0,0,100,R,MR,,
TBM2007044401,B,2,NE,7,100,N,LR,,
TBM2007044402,B,2,NE,5,100,N,LR,,
TBM2007044403,B,2,NE,5,100,N,LR,,
TBM2007044404,B,2,NE,5,100,N,MR,,
TBM2007044405,B,2,N,3,100,N,MR,,
TBM2007044406,B,2,NE,3,100,R,MR,,
TBM2007044407,B,2,N,1,100,R,MR,,
TBM2007044408,B,2,N,1,100,R,MR,,
TBM2007044409,B,2,0,0,100,R,MR,,
TBM2007044501,B,2,0,0,30,N,LR,,
TBM2007044502,B,2,0,0,20,N,LR,,
TBM2007044503,B,2,NE,1,10,N,LR,,
TBM2007044504,B,2,0,0,10,N,LR,,
TBM2007044505,B,2,NE,2,10,N,LR,,
TBM2007044506,B,2,NE,2,10,N,MR,,
TBM2007044507,B,2,0,0,10,N,MR,,
TBM2007044508,B,2,NE,1,5,N,MR,,
TBM2007044509,B,2,0,0,5,N,MR,,
TBM2007044510,B,2,NE,1,2,N,HR,,
TBM2007044511,B,2,NE,7,5,N,HR,,
TBM2007044601,B,2,0,0,80,F,LR,,
TBM2007044602,B,2,E,1,50,N,LR,,
TBM2007044603,B,2,E,1,40,N,MR,,
TBM2007044604,B,2,S,2,10,N,MR,,
TBM2007044605,B,2,S,8,0,N,MR,,
TBM2007044606,B,2,S,5,0,N,MR,,
TBM2007044607,B,2,S,10,0,N,HR,,
TBM2007044608,B,2,S,10,0,N,HR,,
TBM2007044701,B,2,0,0,75,F,LR,,
TBM2007044702,B,2,0,0,10,F,LR,,
TBM2007044703,B,2,0,0,25,N,LR,,
TBM2007044704,B,2,0,0,0,N,LR,,
TBM2007044705,B,2,0,0,0,N,LR,,
TBM2007044706,B,2,SW,5,0,N,MR,,
TBM2007044707,B,2,SW,3,0,N,MR,,
TBM2007044708,B,2,SW,2,0,N,MR,,
TBM2007044709,B,2,SW,5,0,N,MR,,
TBM2007044710,B,2,SW,5,0,N,MR,,
TBM2007050101,B,2,0,0,0,N,MR,,
TBM2007050102,B,2,S,3,1,N,HR,,
TBM2007050103,B,2,0,0,0,N,HR,,
TBM2007050104,B,2,S,1,10,N,HR,,
TBM2007050105,B,2,S,2,10,N,HR,,
TBM2007050106,B,2,S,1,40,N,HS,,
TBM2007050107,B,2,0,0,30,N,HF,,
TBM2007050201,B,2,NE,17,100,N,MR,,
TBM2007050202,B,2,NE,12,100,N,MR,,
TBM2007050203,B,2,N,15,100,N,MR,,
TBM2007050204,B,2,NE,5,100,N,HR,,
TBM2007050205,B,2,NE,7,0,N,HR,,
TBM2007050206,B,2,NE,12,0,N,HR,,
TBM2007050207,B,2,NE,15,0,N,HR,,
TBM2007050208,B,2,NW,17,0,N,HR,,
TBM2007050209,B,2,NW,17,0,N,LR,,
TBM2007050301,B,2,W,2,0,N,LR,,
TBM2007050302,B,2,SW,1,0,N,MR,,
TBM2007050303,B,2,SW,3,0,N,HR,,
TBM2007050304,B,2,SW,2,0,N,HR,,
TBM2007050305,B,2,SW,3,0,N,HS,,
TBM2007050401,B,2,SE,2,0,N,MR,,
TBM2007050402,B,2,0,0,0,N,MR,,
TBM2007050403,B,2,S,4,0,N,MR,,
TBM2007050404,B,2,S,5,0,N,HR,,
TBM2007050405,B,2,SE,5,0,N,HR,,
TBM2007050406,B,2,SE,7,0,N,HR,,
TBM2007050407,B,2,SE,2,0,N,HR,,
TBM2007050501,B,2,SW,3,0,N,LR,,
TBM2007050502,B,2,S,3,0,N,LR,,
TBM2007050503,B,2,S,2,0,N,MR,,
TBM2007050504,B,2,SW,1,0,N,MR,,
TBM2007050505,B,2,0,0,0,N,HR,,
TBM2007050506,B,2,SW,5,10,N,HR,,
TBM2007050507,B,2,W,8,0,N,HR,,
TBM2007050601,B,2,0,0,10,N,MR,,
TBM2007050602,B,2,0,0,0,N,MR,,
TBM2007050603,B,2,NE,2,10,N,MR,,
TBM2007050604,B,2,0,0,10,N,MR,,
TBM2007050605,B,2,NE,2,10,N,MR,,
TBM2007050606,B,2,0,0,10,N,MR,,
TBM2007050607,B,2,NE,1,15,N,HR,,
TBM2007050608,B,2,NE,1,25,N,HR,,
TBM2007050609,B,2,0,0,90,R,HR,,
TBM2007050701,B,2,NW,5,100,N,MR,,
TBM2007050702,B,2,N,5,100,N,MR,,
TBM2007050703,B,2,N,4,100,N,MR,,
TBM2007050704,B,2,N,1,100,N,MR,,
TBM2007050705,B,2,N,3,100,N,MR,,
TBM2007050706,B,2,N,2,100,N,MR,,
TBM2007050707,B,2,N,4,100,N,MR,,
TBM2007050708,B,2,N,1,100,N,MR,,
TBM2007050709,B,2,N,5,50,N,MR,,
TBM2007050710,B,2,0,0,0,N,MR,,
TBM2007050711,B,2,NW,5,0,N,MR,,
TBM2007050712,B,2,N,7,0,N,HR,,
TBM2007050713,B,2,N,4,0,N,HR,,
TBM2007050714,B,2,N,6,0,N,HR,,
TBM2007050715,B,2,NW,8,0,N,HR,,
TBM2007050801,B,2,N,3,50,N,LR,,
TBM2007050802,B,2,N,3,50,N,LR,,
TBM2007050803,B,2,N,3,50,N,MR,,
TBM2007050804,B,2,N,3,50,N,MR,,
TBM2007050805,B,2,N,8,50,N,MR,,
TBM2007050806,B,2,NW,10,50,N,HR,,
TBM2007050807,B,2,NW,10,25,N,HR,,
TBM2007050901,B,2,NW,5,0,N,MR,,
TBM2007050902,B,2,NW,15,0,N,MR,,
TBM2007050903,B,2,N,15,100,N,MR,,
TBM2007050904,B,2,N,15,100,N,MR,,
TBM2007050905,B,2,NW,18,0,N,MR,,
TBM2007050906,B,2,NW,20,0,N,MR,,
TBM2007051001,B,2,NW,9,35,N,LR,,
TBM2007051002,B,2,0,0,10,N,LR,,
TBM2007051003,B,2,N,2,10,N,LR,,
TBM2007051004,B,2,E,12,60,N,MR,,
TBM2007051005,B,2,E,15,60,N,MR,,
TBM2007051006,B,2,E,16,60,N,MR,,
TBM2007051007,B,2,E,17,40,N,MR,,
TBM2007051101,B,2,0,0,15,N,MR,,
TBM2007051102,B,2,NE,15,10,N,MR,,
TBM2007051103,B,2,E,10,10,N,HR,,
TBM2007051104,B,2,E,20,60,N,HR,,
TBM2007051105,B,2,E,17,70,N,HR,,
TBM2007051106,B,2,E,20,90,N,HR,,
TBM2007051107,B,2,E,17,75,N,HS,,
TBM2007051108,B,2,E,3,90,N,HF,,
TBM2007051109,B,2,NE,4,90,N,HF,,
TBM2007051110,B,2,E,15,90,N,HF,,
TBM2007051111,B,2,E,18,50,N,MF,,
TBM2007051112,B,2,E,15,25,N,MF,,
TBM2007051113,B,2,E,5,20,N,MF,,
TBM2007051114,B,2,NE,12,15,N,MF,,
TBM2007052001,B,2,NW,1,20,N,MR,20,
TBM2007052002,B,2,0,0,0,N,MR,16,
TBM2007052003,B,2,NW,1,0,N,MR,18,
TBM2007052004,B,2,NW,1,0,N,MR,0,
TBM2007052005,B,2,NW,2,0,N,HR,9,
TBM2007052006,B,2,NW,2,0,N,HR,9,
