"Reference","year","sgyear","FLUCCSCODE","acres","areas","mngacre","lon","lat"
"TBM2010110404","2010","2012",NA,NA,7,12684.4477677458,-82.5509660000018,27.6502500000031
"TBM2011011001","2011","2012",9116,1474.39758287529,7,12684.4477677458,-82.5559000000018,27.6501160000031
"TBM2011041001","2011","2012",9116,1474.39758287529,7,12684.4477677458,-82.5576330000018,27.6460160000031
"TBM2011101405","2011","2012",NA,NA,7,12684.4477677458,-82.5508000000018,27.6506660000031
"TBM2011121204","2011","2012",9113,1211.52378998042,7,12684.4477677458,-82.5588330000018,27.6444500000031
"TBM2010011205","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6195160000018,27.5728830000031
"TBM2010011208","2010","2012",NA,NA,8,21773.0556474156,-82.5530500000018,27.6039660000031
"TBM2010020501","2010","2012",NA,NA,8,21773.0556474156,-82.6575330000018,27.533283000003
"TBM2010020503","2010","2012",NA,NA,8,21773.0556474156,-82.6183830000018,27.5862660000031
"TBM2010030905","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.6083160000018,27.5697660000031
"TBM2010041202","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6184160000018,27.5861660000031
"TBM2010051105","2010","2012",NA,NA,8,21773.0556474156,-82.5655000000018,27.6170000000031
"TBM2010051106","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.5565500000018,27.6094500000031
"TBM2010060701","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.5903330000018,27.5735660000031
"TBM2010060702","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.5894500000018,27.6003160000031
"TBM2010070402","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.5540160000018,27.5988830000031
"TBM2010070403","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.5542000000018,27.6088500000031
"TBM2010080603","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.5600160000018,27.6168330000031
"TBM2010080607","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.6050000000018,27.584183000003
"TBM2010090302","2010","2012",NA,NA,8,21773.0556474156,-82.6244660000018,27.5896660000031
"TBM2010090303","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6132000000018,27.584766000003
"TBM2010090304","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6124660000018,27.5852160000031
"TBM2010091003","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6237160000018,27.5617830000031
"TBM2010101201","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.5653830000018,27.6234500000031
"TBM2010101203","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.5514330000018,27.6085000000031
"TBM2010110604","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6335160000018,27.5535160000031
"TBM2010111004","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.6010000000018,27.5886660000031
"TBM2010111005","2010","2012",NA,NA,8,21773.0556474156,-82.5930330000018,27.5994000000031
"TBM2010121201","2010","2012",9116,2606.17071905866,8,21773.0556474156,-82.5720160000018,27.6227830000031
"TBM2010121301","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.5704660000018,27.6089000000031
"TBM2010121302","2010","2012",NA,NA,8,21773.0556474156,-82.5735660000018,27.6096160000031
"TBM2010121303","2010","2012",9113,1292.42301201965,8,21773.0556474156,-82.6040000000018,27.5917000000031
"TBM2011020202","2011","2012",NA,NA,8,21773.0556474156,-82.6250500000018,27.5901500000031
"TBM2011020204","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.5607330000018,27.6120160000031
"TBM2011020205","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.5824000000018,27.5969160000031
"TBM2011030905","2011","2012",NA,NA,8,21773.0556474156,-82.5735160000018,27.6091330000031
"TBM2011030906","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5936000000018,27.5786000000031
"TBM2011030907","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.6222160000018,27.5623160000031
"TBM2011041105","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5971500000018,27.5653330000031
"TBM2011050405","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.6341660000018,27.5511660000031
"TBM2011060103","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5623160000018,27.6077660000031
"TBM2011071002","2011","2012",NA,NA,8,21773.0556474156,-82.5646160000018,27.6090330000031
"TBM2011071003","2011","2012",NA,NA,8,21773.0556474156,-82.5651660000018,27.6091000000031
"TBM2011071004","2011","2012",NA,NA,8,21773.0556474156,-82.5949500000018,27.5987330000031
"TBM2011080504","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.6039000000018,27.5861830000031
"TBM2011090104","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5711830000018,27.6220830000031
"TBM2011100706","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.6268660000018,27.5594160000031
"TBM2011110105","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5612000000018,27.6029660000031
"TBM2011110106","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5651160000018,27.6047000000031
"TBM2011110904","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5870160000018,27.6023160000031
"TBM2011120406","2011","2012",9116,2606.17071905866,8,21773.0556474156,-82.5896830000018,27.5895660000031
"TBM2011120407","2011","2012",9113,1292.42301201965,8,21773.0556474156,-82.5833160000018,27.5910830000031
"TBM2010090306","2010","2012",9116,159.18014113773,9,18565.435338918,-82.6518830000018,27.5222000000031
"TBM2010011204","2010","2012",9116,1837.20485632078,10,9928.70897331473,-82.6812660000018,27.5236330000031
"TBM2010020502","2010","2012",NA,NA,10,9928.70897331473,-82.7196830000018,27.5261330000031
"TBM2010030403","2010","2012",9116,1837.20485632078,10,9928.70897331473,-82.6807660000018,27.5261160000031
"TBM2010030404","2010","2012",9116,1837.20485632078,10,9928.70897331473,-82.6701330000018,27.5207000000031
"TBM2010050603","2010","2012",9116,1837.20485632078,10,9928.70897331473,-82.6891160000018,27.515016000003
"TBM2010050605","2010","2012",NA,NA,10,9928.70897331473,-82.7113660000018,27.506733000003
"TBM2010050606","2010","2012",9116,1837.20485632078,10,9928.70897331473,-82.7223160000018,27.5243000000031
"TBM2010050607","2010","2012",NA,NA,10,9928.70897331473,-82.7236160000018,27.5298160000031
"TBM2010061004","2010","2012",NA,NA,10,9928.70897331473,-82.7106500000018,27.5269160000031
"TBM2010080502","2010","2012",NA,NA,10,9928.70897331473,-82.6707830000018,27.5276660000031
"TBM2010101304","2010","2012",NA,NA,10,9928.70897331473,-82.7218160000018,27.5290830000031
"TBM2010101308","2010","2012",9113,1098.5425110933,10,9928.70897331473,-82.6750500000018,27.5312830000031
"TBM2010110606","2010","2012",9116,1837.20485632078,10,9928.70897331473,-82.6843000000018,27.513116000003
"TBM2011010905","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.7245830000018,27.5246000000031
"TBM2011010906","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.6933660000018,27.5174500000031
"TBM2011020207","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.6584660000018,27.5224160000031
"TBM2011020501","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.6801330000018,27.5166830000031
"TBM2011041103","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.7256160000018,27.5274500000031
"TBM2011041104","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.7084160000018,27.5040500000031
"TBM2011050504","2011","2012",NA,NA,10,9928.70897331473,-82.7331660000018,27.5342160000031
"TBM2011060304","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.6880160000018,27.5144330000031
"TBM2011060803","2011","2012",NA,NA,10,9928.70897331473,-82.7330830000018,27.534050000003
"TBM2011090704","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.6737160000018,27.5197660000031
"TBM2011120401","2011","2012",9116,1837.20485632078,10,9928.70897331473,-82.7050660000018,27.5217830000031
"TBM2011120402","2011","2012",NA,NA,10,9928.70897331473,-82.6942500000018,27.527550000003
"TBM2010020202","2010","2012",9116,6006.89576433355,12,18816.1220867629,-82.7060500000018,27.624616000003
"TBM2010030304","2010","2012",9116,6006.89576433355,12,18816.1220867629,-82.6984500000018,27.6350660000031
"TBM2010040502","2010","2012",NA,NA,12,18816.1220867629,-82.6733330000018,27.644233000003
"TBM2010040503","2010","2012",NA,NA,12,18816.1220867629,-82.6719000000018,27.6422660000031
"TBM2010050805","2010","2012",9116,6006.89576433355,12,18816.1220867629,-82.6745500000018,27.6465830000031
"TBM2010061306","2010","2012",9116,6006.89576433355,12,18816.1220867629,-82.7038000000018,27.6259660000031
"TBM2010061307","2010","2012",9113,695.567335450751,12,18816.1220867629,-82.6996000000018,27.6302660000031
"TBM2010080206","2010","2012",9116,6006.89576433355,12,18816.1220867629,-82.6968830000018,27.6328330000031
"TBM2011021105","2011","2012",NA,NA,12,18816.1220867629,-82.6875830000018,27.644566000003
"TBM2011040605","2011","2012",9116,6006.89576433355,12,18816.1220867629,-82.7064000000018,27.6243330000031
"TBM2011061004","2011","2012",9116,6006.89576433355,12,18816.1220867629,-82.6794160000018,27.6626160000031
"TBM2011071204","2011","2012",9116,6006.89576433355,12,18816.1220867629,-82.6984660000018,27.6300830000031
"TBM2011071205","2011","2012",9116,6006.89576433355,12,18816.1220867629,-82.6812830000018,27.6538500000031
"TBM2011081205","2011","2012",9116,6006.89576433355,12,18816.1220867629,-82.6796160000018,27.6445830000031
"TBM2011081207","2011","2012",9113,695.567335450751,12,18816.1220867629,-82.6781330000018,27.6503830000031
"TBM2011100402","2011","2012",9113,695.567335450751,12,18816.1220867629,-82.6997330000018,27.6304000000031
"TBM2010070905","2010","2012",NA,NA,16,8905.90062987132,-82.6734500000018,27.6478330000031
"TBM2010090803","2010","2012",NA,NA,16,8905.90062987132,-82.6745000000018,27.6502160000031
"TBM2010090804","2010","2012",9116,908.779549774038,16,8905.90062987132,-82.6712660000018,27.6572000000031
"TBM2010100301","2010","2012",9116,908.779549774038,16,8905.90062987132,-82.6522830000018,27.6989000000031
"TBM2010121101","2010","2012",9113,359.772763559501,16,8905.90062987132,-82.6763660000018,27.6587660000031
"TBM2010121109","2010","2012",9116,908.779549774038,16,8905.90062987132,-82.6443330000018,27.6901000000031
"TBM2011040606","2011","2012",9116,908.779549774038,16,8905.90062987132,-82.6466330000018,27.679633000003
"TBM2011081203","2011","2012",NA,NA,16,8905.90062987132,-82.6736830000018,27.6481500000031
"TBM2011110401","2011","2012",NA,NA,16,8905.90062987132,-82.6471330000018,27.6791330000031
"TBM2011110402","2011","2012",9116,908.779549774038,16,8905.90062987132,-82.6474000000018,27.6789660000031
"TBM2011110403","2011","2012",9116,908.779549774038,16,8905.90062987132,-82.6748000000018,27.654350000003
"TBM2010010208","2010","2012",NA,NA,17,7685.83321516477,-82.6275000000018,27.7549330000031
"TBM2010010907","2010","2012",9113,269.252818317796,17,7685.83321516477,-82.6328160000018,27.7113660000031
"TBM2010010908","2010","2012",9113,269.252818317796,17,7685.83321516477,-82.6363830000018,27.7098160000031
"TBM2010021101","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6284330000018,27.7183500000031
"TBM2010030301","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6299330000018,27.7136660000031
"TBM2010030302","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6296660000018,27.7146830000031
"TBM2010031001","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6240660000018,27.7295500000031
"TBM2010031002","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6210660000018,27.7318830000031
"TBM2010051205","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6235160000018,27.7294160000031
"TBM2010051301","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6366660000018,27.7073660000031
"TBM2010060801","2010","2012",NA,NA,17,7685.83321516477,-82.6185830000018,27.7241830000031
"TBM2010060802","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6232330000018,27.7030830000031
"TBM2010071004","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6312500000018,27.7193830000031
"TBM2010071005","2010","2012",NA,NA,17,7685.83321516477,-82.6280660000018,27.7568830000031
"TBM2010071006","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6343330000018,27.7427160000031
"TBM2010081406","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6199500000018,27.7089660000031
"TBM2010091302","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6359500000018,27.7218660000031
"TBM2010101105","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6257830000018,27.7729830000031
"TBM2010110805","2010","2012",9116,795.8270113325,17,7685.83321516477,-82.6217000000018,27.7302160000031
"TBM2010110806","2010","2012",9113,269.252818317796,17,7685.83321516477,-82.6358160000018,27.7203830000031
"TBM2010110807","2010","2012",NA,NA,17,7685.83321516477,-82.6325660000018,27.7140330000031
"TBM2010120605","2010","2012",9113,269.252818317796,17,7685.83321516477,-82.6197330000018,27.7275500000031
"TBM2011010204","2011","2012",9113,269.252818317796,17,7685.83321516477,-82.6261830000018,27.7384000000031
"TBM2011051003","2011","2012",9113,269.252818317796,17,7685.83321516477,-82.6340160000018,27.7077500000031
"TBM2011080202","2011","2012",NA,NA,17,7685.83321516477,-82.6346160000018,27.7258000000031
"TBM2011090402","2011","2012",9116,795.8270113325,17,7685.83321516477,-82.6344000000018,27.7185160000031
"TBM2011100802","2011","2012",NA,NA,17,7685.83321516477,-82.6283830000018,27.7571830000031
"TBM2011120204","2011","2012",9116,795.8270113325,17,7685.83321516477,-82.6381330000018,27.7411500000031
"TBM2010010206","2010","2012",NA,NA,18,8914.56918457957,-82.6319660000018,27.8006160000031
"TBM2010010207","2010","2012",NA,NA,18,8914.56918457957,-82.6274330000018,27.7768000000031
"TBM2010021203","2010","2012",9116,420.08833643086,18,8914.56918457957,-82.5997500000018,27.7983330000031
"TBM2010041103","2010","2012",9113,293.063568426961,18,8914.56918457957,-82.5977330000018,27.7998000000031
"TBM2010041104","2010","2012",9113,293.063568426961,18,8914.56918457957,-82.6221330000018,27.7902160000031
"TBM2010051207","2010","2012",NA,NA,18,8914.56918457957,-82.6267500000018,27.7750330000031
"TBM2010101104","2010","2012",9113,293.063568426961,18,8914.56918457957,-82.6176660000018,27.8026830000031
"TBM2011010803","2011","2012",NA,NA,18,8914.56918457957,-82.6160830000018,27.8187660000031
"TBM2011010804","2011","2012",NA,NA,18,8914.56918457957,-82.6057160000018,27.7978660000031
"TBM2011030503","2011","2012",9113,293.063568426961,18,8914.56918457957,-82.6089660000018,27.8062160000031
"TBM2011061301","2011","2012",9116,420.08833643086,18,8914.56918457957,-82.6174660000018,27.7816000000031
"TBM2011070605","2011","2012",9116,420.08833643086,18,8914.56918457957,-82.5983660000018,27.7992830000031
"TBM2011070606","2011","2012",NA,NA,18,8914.56918457957,-82.6169660000018,27.8193330000031
"TBM2011080604","2011","2012",NA,NA,18,8914.56918457957,-82.6144830000018,27.8058000000031
"TBM2011080606","2011","2012",9116,420.08833643086,18,8914.56918457957,-82.6060660000018,27.7920330000031
"TBM2011091107","2011","2012",NA,NA,18,8914.56918457957,-82.6207330000018,27.8099000000031
"TBM2011100803","2011","2012",NA,NA,18,8914.56918457957,-82.6266830000018,27.8041500000031
"TBM2011121101","2011","2012",NA,NA,18,8914.56918457957,-82.6166830000018,27.8175160000031
"TBM2010010201","2010","2012",9116,885.428117494647,19,8681.7103268052,-82.5912160000018,27.8405830000031
"TBM2010030106","2010","2012",NA,NA,19,8681.7103268052,-82.5975160000018,27.8650000000031
"TBM2010041101","2010","2012",NA,NA,19,8681.7103268052,-82.5959330000018,27.8747660000031
"TBM2010071101","2010","2012",9116,885.428117494647,19,8681.7103268052,-82.5940660000018,27.8457330000031
"TBM2010081003","2010","2012",NA,NA,19,8681.7103268052,-82.5916160000018,27.8760160000031
"TBM2010081004","2010","2012",9113,495.759266083394,19,8681.7103268052,-82.6075000000018,27.8695500000031
"TBM2010091208","2010","2012",NA,NA,19,8681.7103268052,-82.5848660000018,27.8377000000031
"TBM2010091209","2010","2012",NA,NA,19,8681.7103268052,-82.6036000000018,27.8688830000031
"TBM2010120706","2010","2012",NA,NA,19,8681.7103268052,-82.6148660000018,27.8622160000031
"TBM2011010702","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5968160000018,27.8527500000031
"TBM2011020305","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5814500000018,27.8311160000031
"TBM2011030303","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.6008000000018,27.8713330000031
"TBM2011050801","2011","2012",NA,NA,19,8681.7103268052,-82.6036160000018,27.8649830000031
"TBM2011050802","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5881500000018,27.8435500000031
"TBM2011070603","2011","2012",9113,495.759266083394,19,8681.7103268052,-82.5830160000018,27.8358000000031
"TBM2011070607","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5831660000018,27.8316830000031
"TBM2011100806","2011","2012",9113,495.759266083394,19,8681.7103268052,-82.5897830000018,27.8691660000031
"TBM2011121103","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5913330000018,27.8651830000031
"TBM2011121104","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5920660000018,27.8666830000031
"TBM2011121105","2011","2012",NA,NA,19,8681.7103268052,-82.6212830000018,27.8612660000031
"TBM2010021204","2010","2012",9116,885.428117494647,19,8681.7103268052,-82.5884500000018,27.8227660000031
"TBM2010041105","2010","2012",NA,NA,19,8681.7103268052,-82.6093660000018,27.8403160000031
"TBM2010050303","2010","2012",9116,885.428117494647,19,8681.7103268052,-82.5826330000018,27.8276160000031
"TBM2010050305","2010","2012",NA,NA,19,8681.7103268052,-82.6260000000018,27.8524500000031
"TBM2010060305","2010","2012",9113,495.759266083394,19,8681.7103268052,-82.5964660000018,27.8266000000031
"TBM2010060306","2010","2012",NA,NA,19,8681.7103268052,-82.6078330000018,27.8282500000031
"TBM2010060307","2010","2012",9113,495.759266083394,19,8681.7103268052,-82.6008660000018,27.8280830000031
"TBM2010081005","2010","2012",NA,NA,19,8681.7103268052,-82.6101830000018,27.8408000000031
"TBM2010081006","2010","2012",9116,885.428117494647,19,8681.7103268052,-82.6089000000018,27.8429000000031
"TBM2010091206","2010","2012",9113,495.759266083394,19,8681.7103268052,-82.6150830000018,27.8469160000031
"TBM2010091207","2010","2012",NA,NA,19,8681.7103268052,-82.5989160000018,27.8348160000031
"TBM2010110801","2010","2012",9113,495.759266083394,19,8681.7103268052,-82.6008160000018,27.8280500000031
"TBM2010120703","2010","2012",NA,NA,19,8681.7103268052,-82.6065330000018,27.8257830000031
"TBM2011020102","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5994000000018,27.8296330000031
"TBM2011020105","2011","2012",NA,NA,19,8681.7103268052,-82.6236500000018,27.8504000000031
"TBM2011020106","2011","2012",NA,NA,19,8681.7103268052,-82.6165160000018,27.8460330000031
"TBM2011030504","2011","2012",NA,NA,19,8681.7103268052,-82.6248330000018,27.8394660000031
"TBM2011041201","2011","2012",NA,NA,19,8681.7103268052,-82.6047330000018,27.8324000000031
"TBM2011041203","2011","2012",NA,NA,19,8681.7103268052,-82.6101160000018,27.8406660000031
"TBM2011061302","2011","2012",NA,NA,19,8681.7103268052,-82.6212500000018,27.8551500000031
"TBM2011061303","2011","2012",NA,NA,19,8681.7103268052,-82.6227330000018,27.8409660000031
"TBM2011061304","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.6031660000018,27.8380000000031
"TBM2011061305","2011","2012",NA,NA,19,8681.7103268052,-82.6069000000018,27.8263660000031
"TBM2011091403","2011","2012",9116,885.428117494647,19,8681.7103268052,-82.5829500000018,27.8272830000031
"TBM2011121102","2011","2012",9113,495.759266083394,19,8681.7103268052,-82.5957330000018,27.8255830000031
"TBM2010010605","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6366660000018,27.8877830000031
"TBM2010020105","2010","2012",NA,NA,20,5436.089931421,-82.6258330000018,27.8965500000031
"TBM2010020906","2010","2012",NA,NA,20,5436.089931421,-82.6033000000018,27.8747160000031
"TBM2010032001","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6106500000018,27.8846830000031
"TBM2010041001","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6024660000018,27.8781500000031
"TBM2010070302","2010","2012",9116,571.051881740873,20,5436.089931421,-82.6400500000018,27.8969160000031
"TBM2010070303","2010","2012",9116,571.051881740873,20,5436.089931421,-82.6281330000018,27.9089830000031
"TBM2010070305","2010","2012",NA,NA,20,5436.089931421,-82.6256500000018,27.8873330000031
"TBM2010100102","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6231000000018,27.9127330000031
"TBM2010100904","2010","2012",NA,NA,20,5436.089931421,-82.6233500000018,27.8904660000031
"TBM2010100905","2010","2012",9116,571.051881740873,20,5436.089931421,-82.6166660000018,27.8817830000031
"TBM2010110202","2010","2012",NA,NA,20,5436.089931421,-82.5986160000018,27.8760500000031
"TBM2010110702","2010","2012",9116,571.051881740873,20,5436.089931421,-82.6273660000018,27.8888160000031
"TBM2010121003","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6052330000018,27.8799500000031
"TBM2010121004","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6281500000018,27.9077160000031
"TBM2010121005","2010","2012",9113,240.355373517363,20,5436.089931421,-82.6372330000018,27.8990330000031
"TBM2010121006","2010","2012",NA,NA,20,5436.089931421,-82.6333330000018,27.9020830000031
"TBM2011021307","2011","2012",9116,571.051881740873,20,5436.089931421,-82.6166830000018,27.8817660000031
"TBM2011030605","2011","2012",9116,571.051881740873,20,5436.089931421,-82.6402000000018,27.8962830000031
"TBM2011030606","2011","2012",9113,240.355373517363,20,5436.089931421,-82.6199000000018,27.8828000000031
"TBM2011041206","2011","2012",NA,NA,20,5436.089931421,-82.6068160000018,27.8737000000031
"TBM2011041208","2011","2012",9116,571.051881740873,20,5436.089931421,-82.6181500000018,27.8820660000031
"TBM2011051101","2011","2012",NA,NA,20,5436.089931421,-82.6281160000018,27.8921160000031
"TBM2011070301","2011","2012",NA,NA,20,5436.089931421,-82.5941000000018,27.8769160000031
"TBM2011081406","2011","2012",9116,571.051881740873,20,5436.089931421,-82.6040330000018,27.8783830000031
"TBM2011091003","2011","2012",9116,571.051881740873,20,5436.089931421,-82.6263660000018,27.9106830000031
"TBM2011091402","2011","2012",NA,NA,20,5436.089931421,-82.6009330000018,27.8751000000031
"TBM2011100103","2011","2012",9116,571.051881740873,20,5436.089931421,-82.6143160000018,27.8854500000031
"TBM2011110306","2011","2012",NA,NA,20,5436.089931421,-82.5900660000018,27.8783660000031
"TBM2010020106","2010","2012",NA,NA,21,6230.09511796729,-82.6132330000018,27.9190500000031
"TBM2010040205","2010","2012",9116,707.055372001571,21,6230.09511796729,-82.6501160000018,27.9129660000031
"TBM2010040206","2010","2012",9113,591.883831957669,21,6230.09511796729,-82.6509660000018,27.9064660000031
"TBM2010051004","2010","2012",9116,707.055372001571,21,6230.09511796729,-82.6849660000018,27.9164500000031
"TBM2010051005","2010","2012",9113,591.883831957669,21,6230.09511796729,-82.6770660000018,27.9165330000031
"TBM2010080906","2010","2012",9116,707.055372001571,21,6230.09511796729,-82.6830000000018,27.9185830000031
"TBM2010090403","2010","2012",9113,591.883831957669,21,6230.09511796729,-82.6432830000018,27.9095000000031
"TBM2011010604","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6594500000018,27.9180500000031
"TBM2011010605","2011","2012",9116,707.055372001571,21,6230.09511796729,-82.6560330000018,27.9165000000031
"TBM2011021202","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6588500000018,27.9112830000031
"TBM2011030603","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6714160000018,27.9172000000031
"TBM2011040803","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6293830000018,27.9108000000031
"TBM2011060502","2011","2012",NA,NA,21,6230.09511796729,-82.6384160000018,27.9059660000031
"TBM2011061106","2011","2012",9116,707.055372001571,21,6230.09511796729,-82.6840500000018,27.9164330000031
"TBM2011081404","2011","2012",NA,NA,21,6230.09511796729,-82.6870330000018,27.9183830000031
"TBM2011081405","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6405160000018,27.9126830000031
"TBM2011090603","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6432330000018,27.9096500000031
"TBM2011111007","2011","2012",9113,591.883831957669,21,6230.09511796729,-82.6885500000018,27.9209500000031
"TBM2010011103","2010","2012",NA,NA,22,5889.94199094732,-82.6808330000018,27.9625000000031
"TBM2010011105","2010","2012",NA,NA,22,5889.94199094732,-82.6985160000018,27.9139160000031
"TBM2010011106","2010","2012",NA,NA,22,5889.94199094732,-82.6980000000018,27.9140000000031
"TBM2010020107","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7109500000018,27.9329830000031
"TBM2010020108","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7181000000018,27.9391330000031
"TBM2010020109","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.6662160000018,27.9645160000031
"TBM2010030104","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7077330000018,27.9316330000031
"TBM2010040202","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7058830000018,27.9590160000031
"TBM2010060503","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.6934330000018,27.9611830000031
"TBM2010070201","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7221330000018,27.9535000000031
"TBM2010070202","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.6970160000018,27.9224830000031
"TBM2010090604","2010","2012",NA,NA,22,5889.94199094732,-82.7148000000018,27.9324660000031
"TBM2010100105","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7055330000018,27.9271660000031
"TBM2010100106","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7172500000018,27.957300000003
"TBM2010110704","2010","2012",9113,642.675201560546,22,5889.94199094732,-82.7113500000018,27.9293500000031
"TBM2010120202","2010","2012",NA,NA,22,5889.94199094732,-82.6814000000018,27.9626000000031
"TBM2010120203","2010","2012",NA,NA,22,5889.94199094732,-82.7199500000018,27.9534830000031
"TBM2011010603","2011","2012",NA,NA,22,5889.94199094732,-82.7040160000018,27.9594330000031
"TBM2011030602","2011","2012",NA,NA,22,5889.94199094732,-82.6383160000018,27.9677660000031
"TBM2011031201","2011","2012",NA,NA,22,5889.94199094732,-82.7022500000018,27.9244830000031
"TBM2011051308","2011","2012",9113,642.675201560546,22,5889.94199094732,-82.7235330000018,27.950450000003
"TBM2011061103","2011","2012",9113,642.675201560546,22,5889.94199094732,-82.6822500000018,27.9626830000031
"TBM2011061104","2011","2012",NA,NA,22,5889.94199094732,-82.7081330000018,27.9584500000031
"TBM2011070807","2011","2012",9113,642.675201560546,22,5889.94199094732,-82.7220830000018,27.9459500000031
"TBM2011081403","2011","2012",9113,642.675201560546,22,5889.94199094732,-82.6503000000018,27.9664830000031
"TBM2011120103","2011","2012",9113,642.675201560546,22,5889.94199094732,-82.7181830000018,27.9553160000031
"TBM2011120104","2011","2012",9113,642.675201560546,22,5889.94199094732,-82.7218330000018,27.9520160000031
"TBM2010020101","2010","2012",NA,NA,23,10324.2194663088,-82.6572330000018,27.9989660000031
"TBM2010040201","2010","2012",NA,NA,23,10324.2194663088,-82.6576160000018,27.9988330000031
"TBM2010040804","2010","2012",NA,NA,23,10324.2194663088,-82.6659000000018,28.0210000000031
"TBM2010050504","2010","2012",9113,345.133854625091,23,10324.2194663088,-82.6854500000018,27.9896000000031
"TBM2010060504","2010","2012",9113,345.133854625091,23,10324.2194663088,-82.6919000000018,27.9812500000031
